	index	sentence	origin	lang
789	859	The steeple is of Chiesa dei Santi Apostoli di Cristo, a 7th century church.	1959	en
790	860	It has title of TWO of 4, Venezia	1961	en
791	861	It has tags of traffic, venezia, venice, tourists, gondole, water, canale, channel, vanishing, ybspeople	1963	en
792	862	The Palazzo Cavalli-Franchetti in San Marco one of the six sestieri of Venice in Veneto, Italy	1969	en
793	863	It is not far from the Ponte dell'Accademia and next to the Palazzo Barbaro on the Grand Canal of Venice	1969	en
794	864	Since 1999 it has been the seat of the Istituto Veneto di Scienze, Lettere ed Arti and frequently houses cultural events	1969	en
795	865	The palace was erected in 1565	1969	en
796	866	In the 19th century it was internally modernised and externally enriched in Venetian Gothic style, with rich window framing, by a series of grand owners	1969	en
797	867	The first neo-Gothic improvements were made after 1840, when the young Archduke Frederick Ferdinand of Austria reassembled the property, the Palazzo Cavalli-Gussoni, which had become divided among heirs, and embarked on a complex project intended to give a more prominent Habsburg presence along the Grand Canal, as Austria-Hungary had been awarded the territories of Venice after the Napoleonic Wars	1969	en
798	868	At his premature death, unmarried, in 1847 the palazzo was bought by Henri, comte de Chambord, styled .Henri V	1969	en
799	869	by Bourbon legitimists, who entrusted further restorations to Giambattista Meduna	1969	en
800	870	his portrait on the balcony, with Santa Maria Della Salute in the background, is in the Palazzo Ducale, Modena	1969	en
801	871	In 1878 Baron Raimondo Franchetti, who had married Sarah Luisa de Rothschild, daughter of Anselm Salomon Rothschild of the Vienna Rothschilds, bought the palazzo and commissioned further works by architect Camillo Boito, who constructed the grand staircase	1969	en
802	872	In September 1922 it was sold to the Istituto Federale di Credito per il Risorgimento delle Venezie by Franchetti's widow	1969	en
803	873	It has title of Transhumance	1970	en
804	874	This gate was locked and therefore the inner courtyard could not be viewed and enjoyed	1973	en
805	875	This is in the Church of San Giorgio Maggiore.	1973	en
806	876	It has title of Inner Courtyard	1973	en
807	878	It has tags of italy, iphone, venice, giudecca, travel, bw, blackwhite	1995	en
808	879	It has title of Always Venice	1998	en
809	880	It has title of Venice by Night	2011	en
810	881	It has title of Venice Bridge	2012	en
811	882	It has tags of stone, carved, ornate, italian, italy, venice, statue, column	2016	en
812	883	It has title of Bridge of Sighs	2017	en
813	884	It has title of Grand Canal	2020	en
814	885	It has title of San Marco	2023	en
815	886	It has title of St Mark's Basilica flooded	2038	en
816	887	It has tags of explore, italy, longexposure, reflection, venice, water, img, st, marks, basilica, flooding, night, san, marco, piazza, square	2038	en
817	888	It has title of The Lifting of the Fog - Venice 03	2045	en
818	889	It has tags of dawn, italy, stmarkssquare, venice	2045	en
819	890	Cannaregio one of the six sestieri of Venice in Veneto, Italy	2059	en
820	891	Cannaregio is the northernmost of the six historic sestieri (districts) of Venice	2059	en
821	892	It is the second largest sestiere by land area and the largest by population, with 13,169 people as of 2007	2059	en
822	893	Isola di San Michele, the historic cemetery island, is associated with the district	2059	en
823	894	The Cannaregio Canal, which was the main route into the city until the construction of a railway link to the mainland, gave the district its name (Canal Regio is Italian for Royal Canal)	2059	en
824	895	Development began in the eleventh century as the area was drained and parallel canals were dredged	2059	en
825	896	Although elegant palazzos were built facing the Grand Canal, the area grew primarily with working class housing and manufacturing	2059	en
826	897	Beginning in 1516, Jews were restricted to living in the Venetian Ghetto	2059	en
827	898	It was enclosed by guarded gates and no one was allowed to leave from sunset to dawn	2059	en
828	899	However, Jews held successful positions in the city such as merchants, physicians, money lenders, and other trades	2059	en
829	900	Restrictions on daily Jewish life continued for more than 270 years, until Napoleon Bonaparte conquered the Venetian Republic in 1797	2059	en
830	901	He removed the gates and gave all residents the freedom to live where they chose	2059	en
831	902	In the 19th century, civil engineers built a street named Strada Nuova through Cannaregio, and a railway bridge and road bridge were constructed to connect Venice directly to Mestre	2059	en
832	903	Today, the areas of the district along the Grand Canal from the train station to the Rialto Bridge are packed with tourists, but the rest of Cannaregio is residential and relatively peaceful, with morning markets, neighbourhood shops, and small cafés	2059	en
833	904	It has title of the curious black cat ....	2072	en
834	905	The Palazzo Cavalli-Franchetti in San Marco one of the six sestieri of Venice in Veneto, Italy	2074	en
835	906	It is not far from the Ponte dell'Accademia and next to the Palazzo Barbaro on the Grand Canal of Venice	2074	en
836	907	Since 1999 it has been the seat of the Istituto Veneto di Scienze, Lettere ed Arti and frequently houses cultural events	2074	en
837	908	The palace was erected in 1565	2074	en
838	909	In the 19th century it was internally modernised and externally enriched in Venetian Gothic style, with rich window framing, by a series of grand owners	2074	en
839	910	The first neo-Gothic improvements were made after 1840, when the young Archduke Frederick Ferdinand of Austria reassembled the property, the Palazzo Cavalli-Gussoni, which had become divided among heirs, and embarked on a complex project intended to give a more prominent Habsburg presence along the Grand Canal, as Austria-Hungary had been awarded the territories of Venice after the Napoleonic Wars	2074	en
840	911	At his premature death, unmarried, in 1847 the palazzo was bought by Henri, comte de Chambord, styled .Henri V	2074	en
841	912	by Bourbon legitimists, who entrusted further restorations to Giambattista Meduna	2074	en
842	913	his portrait on the balcony, with Santa Maria Della Salute in the background, is in the Palazzo Ducale, Modena	2074	en
843	914	In 1878 Baron Raimondo Franchetti, who had married Sarah Luisa de Rothschild, daughter of Anselm Salomon Rothschild of the Vienna Rothschilds, bought the palazzo and commissioned further works by architect Camillo Boito, who constructed the grand staircase	2074	en
844	915	In September 1922 it was sold to the Istituto Federale di Credito per il Risorgimento delle Venezie by Franchetti's widow	2074	en
845	916	Soaking up the complexity of an installation at the Venice Biennale, 2019	2078	en
846	917	Peggy Guggenheim Collection, Venice	2080	en
847	918	It has title of Gallery patrons	2080	en
848	919	It has title of An afternoon look at The Grand Canal and Venetian skyline	2081	en
849	920	It has tags of alpha, alpha, a, aussicht, sony, stimmung, sky, wasser, color, city, canale, grande, farben, fe, sel, sel, zeiss, ilce, ilce, iii, italia, italien, view, venice, venedig, veneto, building, boote, mood, perspektive, panorama, travel, reisen, europa, emount, europe, h, water, sightseeing	2083	en
850	921	It has tags of venezia, italy, night, city	2085	en
851	922	It has tags of italy, italia, venezia, venice, man, woman, piazza, marco, winter, cold, weather, water, st, mark, square, sony, sony, alpha, carl, zeiss, batis, carlzeiss, lenses, girl, people, life, batis, bw, black, white, reflection, love, romantic, honeymoon, couple	2114	en
852	923	View along the Rio Di Palazzo (Palace River) in Venice	2117	en
853	924	It has title of Shops	2121	en
854	925	It has tags of family, janelea, joelbatham, peteralbion	2121	en
855	926	It has title of Narrow alleys	2136	en
856	927	It has title of Plastic beach	2138	en
857	928	It has tags of garbage, trash, plastic, pollution, beach, sand	2138	en
858	929	It has tags of architecture, explore, italy, symmetry, venice, img, clothes, hanging, washing, housing, apartments, old, clothesline, quiet, residential, stone	2146	en
859	930	It has tags of cloud, explore, italy, longexposure, reflection, symmetry, venice, water, img, rialto, bridge, grand, canal, gondola, night	2147	en
860	931	It has title of Nearly friends	2152	en
861	934	Cannaregio one of the six sestieri of Venice in Veneto, Italy	2157	en
862	935	Cannaregio is the northernmost of the six historic sestieri (districts) of Venice	2157	en
863	936	It is the second largest sestiere by land area and the largest by population, with 13,169 people as of 2007	2157	en
864	937	Isola di San Michele, the historic cemetery island, is associated with the district	2157	en
865	938	The Cannaregio Canal, which was the main route into the city until the construction of a railway link to the mainland, gave the district its name (Canal Regio is Italian for Royal Canal)	2157	en
866	939	Development began in the eleventh century as the area was drained and parallel canals were dredged	2157	en
867	940	Although elegant palazzos were built facing the Grand Canal, the area grew primarily with working class housing and manufacturing	2157	en
868	941	Beginning in 1516, Jews were restricted to living in the Venetian Ghetto	2157	en
869	942	It was enclosed by guarded gates and no one was allowed to leave from sunset to dawn	2157	en
870	943	However, Jews held successful positions in the city such as merchants, physicians, money lenders, and other trades	2157	en
871	944	Restrictions on daily Jewish life continued for more than 270 years, until Napoleon Bonaparte conquered the Venetian Republic in 1797	2157	en
872	945	He removed the gates and gave all residents the freedom to live where they chose	2157	en
873	946	In the 19th century, civil engineers built a street named Strada Nuova through Cannaregio, and a railway bridge and road bridge were constructed to connect Venice directly to Mestre	2157	en
874	947	Today, the areas of the district along the Grand Canal from the train station to the Rialto Bridge are packed with tourists, but the rest of Cannaregio is residential and relatively peaceful, with morning markets, neighbourhood shops, and small cafés	2157	en
875	948	One of the thousands of picturesque scenes that the city of wet sidewalks offers us.	2159	en
876	949	It has title of Venice waterway	2159	en
877	950	It has tags of venice, italy, venetian, gondola, river, canal, waterway, iconic, picturesque	2159	en
878	951	The historic center of the Venetian city looks out over the Grand Canal.	2160	en
879	952	It has title of Cloudy day in Venice	2160	en
880	953	It has tags of venice, italy, cloudy, river, landscape, canal	2160	en
881	955	It has tags of cathedral, medieval, ornate, gothic, stone, carved, italian, venice, italy, architecture, arch, archway	2162	en
882	956	The Rio di Sant'Anna a canal in Castello one of the six sestieri of Venice in Veneto, Italy	2166	en
883	957	It is named after the Sant'Anna church	2166	en
884	958	Before 1807, it linked the Ponte de la Veneta Marina to the Riva San Biasio, but it was buried and this part today constitutes Via Garibaldi	2166	en
885	959	The Cannaregio Canal in Cannaregio one of the six sestieri of Venice in Veneto, Italy	2167	en
886	960	It was the main route into the city until the construction of a railway link to the mainland, gave the district its name (Canal Regio is Italian for Royal Canal)	2167	en
887	961	Development began in the eleventh century as the area was drained and parallel canals were dredged	2167	en
888	962	Although elegant palazzos were built facing the Grand Canal, the area grew primarily with working class housing and manufacturing	2167	en
889	963	The canal still runs as an important part of the district	2167	en
890	964	The Cannaregio Canal in Cannaregio one of the six sestieri of Venice in Veneto, Italy	2168	en
891	965	It was the main route into the city until the construction of a railway link to the mainland, gave the district its name (Canal Regio is Italian for Royal Canal)	2168	en
892	966	Development began in the eleventh century as the area was drained and parallel canals were dredged	2168	en
893	967	Although elegant palazzos were built facing the Grand Canal, the area grew primarily with working class housing and manufacturing	2168	en
894	968	The canal still runs as an important part of the district	2168	en
895	969	The Canale di San Pietro (Canal of Saint-Pierre) in Castello one of the six sestieri of Venice in Veneto, Italy	2169	en
896	970	The name comes from the close lying island and its basilica	2169	en
897	971	It is 455 meters long, extending the Rio dei Giardini northwards towards the lagoon east of Venice	2169	en
898	972	It runs alongside the western part of the island of San Pietro	2169	en
899	973	It has title of A busy day in Venice	2171	en
900	974	It has tags of italy, canal, venice, water	2171	en
901	977	It has tags of bianco, nero, bw, black, white, san, giorgio, isola, island, arsenale, silhouette, batis, italy, venice, fog, winter, home, still, venezia, veneto, lagoon, laguna, acqua, sony, alpha, batis, zeiss, carlzeiss, art, fineart, amazing, stunning, beautiful, landscape, paesaggio, peaceful, calma, quiet, calm, wood, wooden, mist, haziness, misty, foschia, italia, surreal, bridge, ponte, canal, grande, man, woman, people	2175	en
902	978	The Rio di San Trovaso (Canal of Saints Gervais and Protais), in Dorsoduro one of the six sestieri of Venice in Veneto, Italy	2178	en
903	979	It only has a length of around 350 meters, making the link between the Giudecca Canal and the Grand Canal in a south-north direction	2178	en
904	980	The name comes from the nearby San Trovaso church	2178	en
905	981	The name Trovasio is a popularized contraction of Saints Gervasio and Protasio	2178	en
906	982	Friends gave us a Gondola Tour for our 30th Anniversary.	2185	en
907	983	It has title of Gondola Tour at Dusk - Venice, Italy, July 2016	2185	en
908	984	It has tags of canal, taxi, water, july, italy, boat, venice, humid, hot	2185	en
909	985	A scene in Venice  where two canals intersect	2186	en
910	986	It has tags of italy, venice, canal, monotone, bw	2186	en
911	987	A view to Campanile San Giorgio across the Grand Canal	2193	en
912	988	The San Marco Gondola Station at dawn, in Venice (where else..)	2193	en
913	989	Chiharu Shiota's spectacular exhibit for the Japanese Biennale pavilion	2197	en
914	990	It has title of The KEY in the HAND	2197	en
915	991	It has tags of chiharushiota, thekeyinthehand, venicebiennale, venice, italy, venezia, italia, modernart, art, red, keys, lumix, lx, panasonic	2197	en
916	992	'Actv 86' Venice ferry boat arriving at a waterbus stop, 20 April 2012,	2198	en
917	993	It has title of 'Actv 86' Venice ferry boat arriving at a waterbus stop, 20 April 2012,	2198	en
918	994	'Actv 40' Venice ferry boat near the Rialto Bridge, 21 April 2012,	2199	en
919	995	It has title of 'Actv 40' Venice ferry boat near the Rialto Bridge, 21 April 2012,	2199	en
920	996	The Rio dei Tre Ponti (Three Bridges Canal), in Dorsoduro one of the six sestieri of Venice in Veneto, Italy	2215	en
921	997	It extends for short distances between Rio Novo and that of Tentor, on which stands the new building of the Local social health of Venice	2215	en
922	998	Today, along the river immediately next to the Piazzale Roma	2215	en
923	999	Rio delle Due Torri a canal in Santa Croce one of the six sestieri of Venice in Veneto, Italy	2218	en
924	1000	The name comes from a house with two angular towers, which was found here around 1105, at the time of the famous devastating fire	2218	en
925	1001	Venetian texts of 1514 still speak of this casa da do toro	2218	en
926	1002	It was customary to add towers to buildings during civil strife	2218	en
927	1003	The Rio do Torre is 72 meters long	2218	en
928	1004	It extends the Rio de San Polo at its junction with the rielo Ca'Bernardo to the northeast, where it becomes Rio Mater Domini after the junction with the Rio de San Boldo	2218	en
929	1005	The rio of Santa Maria Mater Domini has a length of 697 m and connects north-north-east the Grand Canal	2218	en
930	1006	It has tags of santacroce, italy, italianrepublic, repubblicaitaliana, europe, mediterranean, venice, veneto, venezia, venesia, urban, city, sestieri, venetianrepublic, giovanni, crusaderknight, hungariannobleman, riodelleduetorri, canal, stream, brook, creek, watercourse, reflection	2218	en
931	1007	View from the top	2237	en
932	1008	It has tags of italy, ocean, venice	2237	en
933	1009	Just another canal	2238	en
934	1010	It has tags of italy, ocean, venice	2238	en
935	1011	It has tags of italy, ocean, venice	2239	en
936	1012	It has title of Concealed Venice's canal	2251	en
937	1015	It has title of DOGE'S PALACE- FIRE PLACE- VENICE, ITALY	2259	en
938	1016	It has title of COMPANILE- BELL TOWER- ST MARKS SQUARE- VENICE, ITALY	2260	en
939	1017	The Palazzo Cavalli-Franchetti in San Marco one of the six sestieri of Venice in Veneto, Italy	2263	en
940	1018	It is not far from the Ponte dell'Accademia and next to the Palazzo Barbaro on the Grand Canal of Venice	2263	en
941	1019	Since 1999 it has been the seat of the Istituto Veneto di Scienze, Lettere ed Arti and frequently houses cultural events	2263	en
942	1020	The palace was erected in 1565	2263	en
943	1021	In the 19th century it was internally modernised and externally enriched in Venetian Gothic style, with rich window framing, by a series of grand owners	2263	en
944	1022	The first neo-Gothic improvements were made after 1840, when the young Archduke Frederick Ferdinand of Austria reassembled the property, the Palazzo Cavalli-Gussoni, which had become divided among heirs, and embarked on a complex project intended to give a more prominent Habsburg presence along the Grand Canal, as Austria-Hungary had been awarded the territories of Venice after the Napoleonic Wars	2263	en
945	1023	At his premature death, unmarried, in 1847 the palazzo was bought by Henri, comte de Chambord, styled .Henri V	2263	en
946	1024	by Bourbon legitimists, who entrusted further restorations to Giambattista Meduna	2263	en
947	1025	his portrait on the balcony, with Santa Maria Della Salute in the background, is in the Palazzo Ducale, Modena	2263	en
948	1026	In 1878 Baron Raimondo Franchetti, who had married Sarah Luisa de Rothschild, daughter of Anselm Salomon Rothschild of the Vienna Rothschilds, bought the palazzo and commissioned further works by architect Camillo Boito, who constructed the grand staircase	2263	en
949	1027	It has title of High 5.	2267	en
950	1028	Looking out from inside	2269	en
951	1029	I'am landscape and sport photographer based in Turnov, Czech Republic	2271	en
952	1030	Spend 15 months in Banff, Canada	2271	en
953	1031	I like catchy colors, analog, sharpness and especially bokeh	2271	en
954	1032	6D mark II, 24mm, 50mm, 135mm, 16-35mm, 70-300mm DJI Mavic Air, M100, 15-45mm   Website:  Instagram:  Facebook:	2271	en
955	1033	It has title of Venice, Italy	2271	en
956	1034	It has tags of canonef, canoneos, kodakportra, lightroom, ultrawide, vscofilm, forest, lake, landscape, nature, river, rocks, sk, strom, tree, water, venice, italy	2271	en
957	1035	It has tags of provinceofvenice, italy	2283	en
958	1036	It has tags of italy, venice	2285	en
959	1037	It has title of Grand Canal - Rialto Bridge	2286	en
960	1038	It has tags of italy, venice	2286	en
961	1039	It has tags of italy, venice	2288	en
962	1040	It has title of Grand Canal	2291	en
963	1041	It has tags of italy, venice	2291	en
964	1042	It has tags of italy, venice	2294	en
965	1043	It has tags of cityarchitecturecategory, architecture, city, venice, italy	2320	en
966	1044	It has tags of peoplecategory, people, venice, italy	2321	en
967	1045	The Ponte dell'Accademia is one of only four bridges to span the Grand Canal in Venice, Italy	2324	en
968	1046	It crosses near the southern end of the canal, and is named for the Accademia di Belle Arti di Venezia, which from 1807 to 2004 was housed in the Scuola della Carità together with the Gallerie dell'Accademia, which is still there	2324	en
969	1047	The bridge links the sestieri of Dorsoduro and San Marco	2324	en
970	1048	A bridge on the site was first suggested as early as 1488	2324	en
971	1049	The provveditore Luca Trum proposed in the Council to build two bridges across the Grand Canal, one here and the other at Santa Sofia	2324	en
972	1050	The members of the Council, however, laughed at him, and the motion was not even put to the vote	2324	en
973	1051	The original steel structure, designed by Alfred Neville, opened on 20 November 1854, but was demolished and replaced by a wooden bridge designed by Eugenio Miozzi and opened in 1933, despite widespread hopes for a stone bridge	2324	en
974	1052	Lovers have attempted to attach padlocks (.love locks.) to the metal hand rails of the bridge, but Venetian authorities have successfully cracked down on this.[Wikipedia]	2324	en
975	1055	San Giovanni Grisostomo (Saint John Chrysostom) a small church in Cannaregio one of the six sestieri of Venice in Veneto, Italy	2348	en
976	1056	The church was founded in 1080, before being destroyed by fire in 1475	2348	en
977	1057	In 1497 rebuilding work was started by Mauro Codussi and his son, Domenico	2348	en
978	1058	The construction work was fully completed in 1525	2348	en
979	1059	The bell tower dates from the late 16th century	2348	en
980	1060	The interior is based on a Greek cross design	2348	en
981	1061	Behind the façade are hung two canvasses, formerly organ doors, by Giovanni Mansueti depicting Saints Onuphrius, Agatha, Andrew and John Chrysostom	2348	en
982	1062	Onuphrius was the co-titular patron saint who was revered by the confraternity of the Tentori (dyers of fabrics, covers, and sheets)	2348	en
983	1063	In 1516, a relic of the saint, his finger, was donated to this church	2348	en
984	1064	The chapel on the right has the painting Saints Christopher, Jerome and Louis of Toulouse (1513) by Giovanni Bellini	2348	en
985	1065	On the left rear, the chapel of the Rosary or Madonna della Grazie has an altarpiece of Saints John Chrysostom, John the Baptist, John the Evangelist, Theodore, Mary Magdalene, Lucy and Catherine by Sebastiano del Piombo, commissioned by Caterina Contarini	2348	en
986	1066	On the wall of the apse are a series of canvases on the life of Saint John Chrysostom and Christ	2348	en
987	1067	On the high altar is a relief of the Deposition from the Cross	2348	en
988	1068	To the left is the chapel built for Giacomo Bernabò, with sculptural design by Codussi	2348	en
989	1069	The marble altarpiece of the Coronation of the Virgin (1500–1502) was completed by Tullio Lombardo	2348	en
990	1070	It has title of night life	2349	en
991	1071	In Venice we fell in love with this one, Emily	2359	en
992	1072	Since then we follow this unique artist Emilie is het geworden, birthday-present	2359	en
993	1073	It has title of Tom's Drag	2359	en
994	1074	It has tags of basilicadisanmarco, italia, italien, italy, kirche, mosaik, narthex, sanmarco, venedig, venezia, venice, vorhalle, church, mosaic, markusdom	2360	en
995	1075	It has title of snowing in venice in black & white	2365	en
996	1076	It has tags of venice, venezia, snow, snowing, canal, blackwhite, winter, hiver, neige, italy, italia, gondolas, nikon, d	2365	en
997	1077	It has tags of ber, venedig, provinzvenedig, italien, byerwin, venezia, venice, italia, italy, red, bench, acqua, water, canale, panchina, rosso, park, parco	2369	en
998	1078	It has tags of venedig, provinzvenedig, italien, ber, water, acqua, wasser, boat, boot, barca, italia, italy, byerwin, outside	2372	en
999	1079	It has title of a winter sunrise on the Venice B side	2380	en
1000	1080	It has tags of ber, provinzvenedig, italien, venice, venezia, italia, italy, water, acqua, wasser, vaporetto, byerwin, outside	2382	en
1001	1081	structural model of the basilica showing a cross-section of the central part of the church with the domes of the Ascension, the chancel and the south transept	2383	en
1002	1082	The wooden support system for the domes above those in masonry and an example prior to their elevation can be seen	2383	en
1003	1083	The groin vault structure supported by balusters roofing the crypt and the ancient tomb of Saint Mark can also be seen	2383	en
1004	1084	It has title of model of the basilica San Marco, c 1071 -, Venezia	2383	en
1005	1085	It has title of San Marco, c 1071 -, main portal, mid 13th century, Venezia	2384	en
1006	1086	Organ shutters The wall paneling in Mary's room recall the lavish 15th cenury decoration in pavonazzetto marble that is still visible in the church of Santa Maria dei Miracoli where these works were originally placed Provenienza: Venezia, chisea di Santa Maria dei Miracoli In Gallerie dell’Accademia dal 1907/08	2407	en
1007	1087	It has title of Giovanni Bellini: Angelo annunciante e Vergine annunciata / The Announcing Angel and the Virgin Announced / Verkündigung, c 1490	2407	en
1008	1088	It has title of Scuola Veneta: Altarolo poratile, end of 14th century	2408	en
1009	1089	last work, completed by Palma Giovane in marginal sections	2409	en
1010	1090	Conceived as a decoration for his tomb in the church of the Frari	2409	en
1011	1091	The picture is highly representative of Titian's late period and stands as a pictorial testament: the color range is very limited, almost monochrome, applied with loose, textural brushwork causing the dissolution of form	2409	en
1012	1092	The pelican feeding its young with its own blood in the faux mosaic in the background is a reference to Christ's sacrifice Provenienza: Venezia, Santa Maria Gloriosa dei Frari (documentato 1575) Venezia, chiesa di Sant'angelo (documentato 1631-1814) In Gallerie dell’Accademia dal 1814	2409	en
1013	1093	It has title of Jacopo Tintoretto: Resurrezione e Ascensione / The resurrection of Christ / Auferstehung Christi, 1577-81	2447	en
1014	1094	It has title of Jacopo Tintoretto: Battesimo di Cristo / The baptism of Christ / Taufe Christi, 1577-81	2448	en
1015	1095	It has tags of italy, italia, venezia, venice, piazza, high, tide, acqua, alta, winter, cold, weather, water, st, mark, square, sony, sony, alpha, carl, zeiss, batis, carlzeiss, lenses, girl, people, life, batis, floating, splash, flood, flooded, last, bw, black, white, reflection, romantic	2451	en
1016	1096	It has tags of franciscanchurch, franziskanerkirche, frari, gothicstyle, gotik, italia, italien, italy, kirche, sanpolo, venedig, venezia, venice, church	2455	en
1017	1097	It has tags of franciscanchurch, franziskanerkirche, frari, gothicstyle, gotik, italia, italien, italy, kirche, kreuzgang, sanpolo, venedig, venezia, venice, church, cloisteredcourtyard	2457	en
1018	1098	It has tags of claireturle, megansmith, peoplecategory, zo, people, venice, italy	2460	en
1019	1099	It has tags of venice, italy, sunset	2466	en
1020	1100	It has title of REFLECTIONS of VENICE- COLOR PALLET-	2470	en
1021	1101	It has title of DOGE's PALACE, VENICE, ITALY	2471	en
1022	1104	I rather liked that camera but it got stolen from my car in Paris (with all my lenses and a Mamiya 6 and more importantly, all the film I had shot)	2473	en
1023	1105	The same night that Princess Diana met her end..	2473	en
1024	1106	I was the other end of town, honest.	2473	en
1025	1107	It has title of Grand Canal from Rialto Bridge	2473	en
1026	1108	It has tags of italy, venice, dryingclothes	2475	en
1027	1109	It has tags of italy, venice, canal	2477	en
1028	1110	It has tags of italy, venice	2480	en
1029	1111	In Venice, even the gondolas in this difficult moment remain anchored   at the bollards waiting for the tourists	2485	en
1030	1112	No fascists please	2499	en
1031	1113	It has tags of italy, streetart, venice	2499	en
1032	1114	It has tags of italy, ocean, venice	2500	en
1033	1115	Misty morning in San Marco during Aqua Alta (low tide)	2503	en
1034	1116	Playing with High Key	2503	en
1035	1117	It has title of Girl taking picture of a misty, Aqua Alta morning in Piazza San Marco	2503	en
1036	1118	It has title of Unmistakenly Venice	2506	en
1037	1119	It has tags of veniceitaly, catman, duanemoore, copyright, allrightsreserved, pict	2506	en
1038	1120	Looking out towards Campanile di San Marco	2517	en
1039	1121	It has tags of italy, ocean, venice	2517	en
1040	1122	It has tags of ber, venedig, provinzvenedig, italien, giudecca, venezia, venice, italy, italia, dryinginpublic, laundry, byerwin, backyard, hinterhof, lineadivestiti, line, clothes, w, leine	2520	en
1041	1123	It has tags of inqui, pand, venezia, carnaval, venise, noirblanc, blackwhite, street, rue, streetphotography, photoderue, ville, city, citylife	2521	en
1042	1124	It has tags of provinzvenedig, italien, ber, byerwin, murano, venezia, venice, italia, italy, water, acqua, wasser, boot, boat, barca, urban, house, casa	2522	en
1043	1125	It has tags of ber, venedig, provinzvenedig, italien, murano, venice, venezia, italia, italy, house, casa, haus, fenster, window, finestra, byerwin	2528	en
1044	1126	It has tags of ber, venedig, provinzvenedig, italien, murano, venice, venezia, italia, italy, house, casa, haus, fenster, finistra, window, byerwin	2529	en
1045	1127	It has title of Giovanni Bellini: Madonna col Bambino tra le sante Caterina e Maddalena / Madonna and Child with Saint Catherine and Saint Mary Magdalene, 1490	2533	en
1046	1128	It has title of Just Scrolling	2536	en
1047	1129	It has title of Paolo Caliari detto Veronese: Convito in casa di Levi / Feast in the House of Levi / Fest im Haus des Levi, 1573	2539	en
1048	1130	It has tags of inqui, pand, venezia, carnaval, venise, noirblanc, blackwhite, street, rue, streetphotography, photoderue, ville, city, citylife	2542	en
1049	1131	It has title of IGLESIA DEL SANTISIMO REDENTORE  VENECIA  9235 3-6-2019	2543	en
1050	1132	It has title of waiting in line 2020	2553	en
1051	1133	It has tags of color, ektar, kodakektar, italia, thomashalfmann, film, summer, leica, travel, leicam, filmisnotdead, consiglieretom, venice, italy, leicaaficionado, m, kodak	2553	en
1052	1134	It has title of Hans Memling: Ritratto di un giovane /  Portrait of a Young Man before a Landscape, c 1480	2556	en
1053	1135	It has tags of venedig, provinzvenedig, italien, ber, byerwin, garbage, boat, italia, italy, venice	2569	en
1054	1136	Venice, Italy, Oct	2570	en
1055	1137	It has title of Venice like a romantic painting [Explored]	2570	en
1056	1138	It has tags of venice, bridge, channel, water, old, stone, warm, reflect, yellow, red, stairs, dwwg	2570	en
1057	1139	It has tags of hasselblad, analog, film, mediumformat, blackandwhite, monochrome, venice	2576	en
1058	1140	It has title of Michele di Matteo: Polittico / altar-piece of the Virgin and Child with Saints and scenes from the life of St Helena., c 1427 (Detail)	2582	en
1059	1141	It has title of Giambattista Tiepolo: Scoperta della Vera Croce e sant'Elena / The Feast of the Cross and St Helena, c 1740	2589	en
1060	1142	It has tags of ber, venedig, provinzvenedig, italien, byerwin, dryinginpublic, lineadivestiti, line, clothes, w, leine	2600	en
1061	1143	The Grand Canal and the sky at sunset	2605	en
1062	1144	The Peggy Guggenheim museum can be seen at the right center of the image, with the church of Santa Maria della Salute rising up at the back left	2605	en
1063	1145	I miss traveling so much	2605	en
1064	1147	I wish you and yours happiness and health in this particularly difficult holiday season.	2605	en
1065	1148	It has tags of a, alpha, e, emount, europe, grandcanal, ilce, italia, italy, sony, veneto, venezia, venice, architecture, atardecer, boats, city, cityscape, clouds, fullframe, landscape, mirrorless, puestadelsol, sunset, tramonto, water, basilica, santamariadellasalute, church, canal	2605	en
1066	1149	It has tags of ber, venedig, provinzvenedig, italien, byerwin, vaporetto, barca, boat, ship, boot, schiff, water, acqua, wasser, venice, venezia, outside	2606	en
1067	1150	It has title of Nicolò Moretti: Details of the paving with indication of the colour of the marbles, 1878/79	2619	en
1068	1151	The beginnings of Santa Maria della Salute go back to 1631, the year in which its construction began	2626	en
1069	1152	The basilica was built to celebrate the end of the plague, which decimated the population of the area now occupied by the Veneto.	2626	en
1070	1153	found in the south-west pillar of the chancel following the removal of a wooden choir 1955 has been detached and consolidated on a cassina	2627	en
1071	1154	The fragment is part of a Deposition, of which another small fragment with weeping angels, remaining in situ Museo di San Marco, Venezia	2627	en
1072	1155	It has title of Cristo Emanuele dalla voltra / Christ Emanuel from the vault, 13th-early 14th century	2628	en
1073	1156	It has title of Frammento di pluteo marmo / Fragment of pluteus marble, 10th-11th century	2629	en
1074	1157	mosaic fragment from the west wall of the ante-baptistery Museo di San Marco, Venezia	2630	en
1075	1158	It has title of San Giovanni Battista riceve la veste dall'angelo / St John the Baptist receives the vestments from the angel, 14th century	2630	en
1076	1159	mosaic fragment from the south wall of the ante-baptistery Museo di San Marco, Venezia	2631	en
1077	1160	It has title of Profeti Davide e Salomone / The prophets David and Solomon, 14th century	2631	en
