	index	sentence	origin	lang	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
183	189	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	228	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
184	190	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	229	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
185	191	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	230	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
186	192	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	232	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
187	193	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	236	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
188	194	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	237	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
189	195	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	245	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
190	196	It has tags of netherlands, paysbas, nederland, amsterdam	257	en	Criteria iii	Criteria ii	Criteria iv	0.4139195680618286	0.770124226808548	Criteria iv	Criteria ii	Criteria iii	0.410855	0.86625874	False	1.0	0.6088678991397789
191	197	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	263	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
192	198	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	264	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
193	199	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	265	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
194	200	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	268	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
195	201	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	270	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
196	202	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	271	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
197	203	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	272	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
198	204	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	273	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
199	205	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	275	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
200	206	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	276	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
201	207	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	277	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
202	208	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	278	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
203	209	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	279	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
204	210	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	280	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
205	211	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	283	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
206	212	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	285	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
207	213	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	286	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
208	214	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	288	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
209	215	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	289	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
210	216	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	290	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
211	217	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	292	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
212	218	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	294	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
213	219	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	296	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
214	220	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	297	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
215	221	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	298	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
216	222	It has tags of netherlands, nederland, paysbas, amsterdam, light, festival	300	en	Criteria iii	Criteria ii	Criteria vi	0.4236179888248443	0.7907171845436096	Criteria ii	Criteria iv	Criteria i	0.7998569	0.9205087	False	0.2	0.44918129268607854
217	223	It has tags of nederland, netherlands, paysbas, amsterdam, light, festival	306	en	Criteria iii	Criteria vi	Criteria iv	0.4806987643241882	0.7865525633096695	Criteria ii	Criteria i	Criteria iv	0.7795078	0.9160754	False	0.2	0.30337625734585627
218	224	It has tags of nederland, netherlands, paysbas, amsterdam	308	en	Criteria iii	Criteria iv	Criteria ii	0.4793519377708435	0.7831919342279434	Criteria ii	Criteria iv	Criteria i	0.74251014	0.93046874	False	0.5	0.3582208923535298
219	225	Pictures of the now long gone Vrieshuis Amerika, a huge cold storage building on the Amsterdam waterfront, squatted in the nineties	313	en	Criteria i	Criteria vi	Criteria iv	0.3398789465427398	0.6667962372303009	Criteria iv	Criteria vi	Criteria i	0.43354562	0.78436357	False	1.0	0.7008179839723723
220	226	These pictures were taken during the last weeks of the squatting in 1998 as a documentation of the building, that was taken down not long after	313	en	Criteria ii	Criteria i	Criteria iii	0.3282378315925598	0.7540639787912369	Criteria iv	Criteria iii	Criteria vi	0.5194145	0.87460876	False	0.2	0.4690725482350549
221	227	Black tarred walls and pillars	313	en	Criteria x	Criteria vii	Criteria iii	0.292355865240097	0.6615280508995056	Criteria iii	Criteria i	Criteria vi	0.24329084	0.5439897	False	0.2	0.6293068668469456
222	228	Camera Hasselblad SWC with Fuji  Provia 100f	313	en	Criteria iii	Criteria vi	Criteria ii	0.4328586757183075	0.7597221285104752	Criteria iv	Criteria ii	Criteria vi	0.33724755	0.69072056	False	0.5	0.5040016475533805
223	229	The Sensi Seed Bank is the location of the first true cannabis gene-bank in the Netherlands	316	en	Criteria ix	Criteria x	Criteria viii	0.4834365248680115	0.9432181119918824	Criteria x	Criteria ix	Criteria vii	0.7547524	0.8598213	False	0.5	0.6585782285037213
224	230	It’s located in the heart of Amsterdam, surrounded by the distinctive, historic buildings of the Oude Stad (Old Town)	316	en	Criteria iv	Criteria iii	Criteria ii	0.4229522347450256	0.7052224725484848	Criteria iv	Criteria i	Criteria ii	0.8530522	0.95813644	True	0.5	0.8879854836692803
225	231	Pictures of the now long gone Vrieshuis Amerika, a huge cold storage building on the Amsterdam waterfront, squatted in the nineties	318	en	Criteria i	Criteria vi	Criteria iv	0.3398789465427398	0.6667962372303009	Criteria iv	Criteria vi	Criteria i	0.43354562	0.78436357	False	1.0	0.7008179839723723
226	232	These pictures were taken during the last weeks of the squatting as a documentation of the building, that was taken down not long after	318	en	Criteria ii	Criteria iii	Criteria i	0.3258596360683441	0.7724789530038834	Criteria iv	Criteria iii	Criteria vi	0.48230416	0.86635476	False	0.2	0.499064523932716
227	233	There was a huge fire in the building in the early 1980's and since then it was tripped of all its cooling apparatus and isolation material (cork)	318	en	Criteria iv	Criteria iii	Criteria v	0.4452435374259949	0.6994697451591492	Criteria iv	Criteria i	Criteria ii	0.58394134	0.8807363	True	0.2	0.9318739009215454
228	234	The fourth floor was were all the cooling pipes were routed, with four big shafts going to the floors below	318	en	Criteria i	Criteria iv	Criteria iii	0.5916062593460083	0.8835519701242447	Criteria i	Criteria iv	Criteria iii	0.5592601	0.8720303	True	1.0	0.9963254424864261
229	235	those shaftw were alsi lined with cork, making it very difficult to kill the fire once it was burning as they work like chimneys	318	en	Criteria i	Criteria iv	Criteria iii	0.2882900834083557	0.7168670296669006	Criteria iv	Criteria iii	Criteria v	0.53070223	0.7690502	False	0.5	0.7599332949839167
230	236	Camera Hasselblad SWC with Fuji  Provia 100f	318	en	Criteria iii	Criteria vi	Criteria ii	0.4328586757183075	0.7597221285104752	Criteria iv	Criteria ii	Criteria vi	0.33724755	0.69072056	False	0.5	0.5040016475533805
231	237	burned out 4th floor	318	en	Criteria iii	Criteria iv	Criteria vi	0.3816809356212616	0.7356453537940979	Criteria i	Criteria iv	Criteria iii	0.2369637	0.60492957	False	0.5	0.8397680943477965
232	238	built shortly after the turn of the century on a dock island, formerly used for the larger part as railway yard	319	en	Criteria iv	Criteria ii	Criteria iii	0.4474902153015136	0.8272749781608582	Criteria iv	Criteria ii	Criteria v	0.90430623	0.96154845	True	0.5	0.8545810497554416
233	239	In the distance the A'DAM tower on the other bank of IJ river, built as headquarters for Shell	319	en	Criteria ii	Criteria iv	Criteria i	0.2586550712585449	0.6478237807750702	Criteria ii	Criteria iv	Criteria i	0.64887327	0.9382926	True	1.0	0.80643493654131
234	241	It has title of Bin02-Box02A-Scan005	328	en	Criteria iii	Criteria vi	Criteria iv	0.3133193254470825	0.7320950925350189	Criteria iii	Criteria iv	Criteria i	0.33860952	0.61099994	True	0.5	0.8656224163741335
235	242	Pictures of the now long gone Vrieshuis Amerika, a huge cold storage building on the Amsterdam waterfront, squatted in the nineties	330	en	Criteria i	Criteria vi	Criteria iv	0.3398789465427398	0.6667962372303009	Criteria iv	Criteria vi	Criteria i	0.43354562	0.78436357	False	1.0	0.7008179839723723
236	243	These pictures were taken during the last weeks of the squatting as a documentation of the building, that was taken down not long after	330	en	Criteria ii	Criteria iii	Criteria i	0.3258596360683441	0.7724789530038834	Criteria iv	Criteria iii	Criteria vi	0.48230416	0.86635476	False	0.2	0.499064523932716
237	244	Camera Yashica Mat with FP4 Plus	330	en	Criteria iii	Criteria vi	Criteria ii	0.4206179678440094	0.6887321844696999	Criteria iv	Criteria iii	Criteria ii	0.23330747	0.5108185	False	0.5	0.7220102150005756
238	245	It has title of Vrieshuis Amerika: view straight up from the balcony on the second floor	330	en	Criteria i	Criteria vi	Criteria iii	0.3167709112167358	0.7160796672105789	Criteria i	Criteria iv	Criteria vi	0.39884514	0.7617646	True	0.5	0.8396536627534996
239	246	Pictures of the now long gone Vrieshuis Amerika, a huge cold storage building on the Amsterdam waterfront, squatted in the nineties	331	en	Criteria i	Criteria vi	Criteria iv	0.3398789465427398	0.6667962372303009	Criteria iv	Criteria vi	Criteria i	0.43354562	0.78436357	False	1.0	0.7008179839723723
240	247	These pictures were taken during the last weeks of the squatting as a documentation of the building, that was taken down not long after	331	en	Criteria ii	Criteria iii	Criteria i	0.3258596360683441	0.7724789530038834	Criteria iv	Criteria iii	Criteria vi	0.48230416	0.86635476	False	0.2	0.499064523932716
241	248	Camera Yashica Mat with FP4 Plus	331	en	Criteria iii	Criteria vi	Criteria ii	0.4206179678440094	0.6887321844696999	Criteria iv	Criteria iii	Criteria ii	0.23330747	0.5108185	False	0.5	0.7220102150005756
242	249	It has title of Vrieshuis Amerika: relays controllong the elevator	331	en	Criteria vi	Criteria iii	Criteria iv	0.31677907705307	0.788208857178688	Criteria ii	Criteria iv	Criteria i	0.39650285	0.9159968	False	0.2	0.35582765770363045
243	250	A deep river-view over the Amstel water, seen from the old locks in the city-center of Amsterdam with the Hoge Sluis bridge in the distance	335	en	Criteria vii	Criteria iii	Criteria iv	0.3977367877960205	0.5552292242646217	Criteria vii	Criteria vi	Criteria i	0.2983344	0.6868974	True	0.2	0.8380771918846371
244	251	free urban photo by Fons Heijnsbroek, 2022	335	en	Criteria v	Criteria iii	Criteria vi	0.3774487376213074	0.6792330294847488	Criteria i	Criteria iii	Criteria vi	0.6864377	0.82202435	False	0.5	0.16247159734220495
245	252	It has title of A river-view over the Amstel water, seen from the old locks in the city Amsterdam	335	en	Criteria vii	Criteria vi	Criteria iii	0.3672198951244354	0.5517946556210518	Criteria iv	Criteria i	Criteria ii	0.46652836	0.78503036	False	0.0	0.3634231135526389
246	253	free urban photo by Fons Heijnsbroek, 2022.	335	en	Criteria v	Criteria iii	Criteria iv	0.3431742191314697	0.6867082118988037	Criteria i	Criteria iii	Criteria ii	0.71926373	0.84508836	False	0.2	0.16634612150725703
247	254	It has tags of amstel, amstelriver, amsterdam, amsterdamamstel, photoamstel, cityriver, rivercity, dutchweather, greysky, ciryandsky, skycity, amsterdamcity, heijnsbroek, cityview, cityscape	335	en	Criteria iii	Criteria iv	Criteria ii	0.4227036833763122	0.7915598899126053	Criteria iv	Criteria vi	Criteria ii	0.3111037	0.72394323	False	0.5	0.5925315973729848
248	256	It has tags of amsterdam, commonplace, liminae, monochrome, netherlands, blackandwhite, commonplaces, northholland	340	en	Criteria iii	Criteria ii	Criteria iv	0.2979319095611572	0.775958389043808	Criteria iv	Criteria ii	Criteria iii	0.5110566	0.8057838	False	1.0	0.7454515034570655
249	257	It has title of Big Brother is watching.	341	en	Criteria viii	Criteria vi	Criteria vii	0.257511705160141	0.5805570930242538	Criteria x	Criteria vii	Criteria vi	0.2528919	0.51963025	False	0.5	0.7284888643877154
250	258	It has tags of amsterdam, commonplace, liminae, monochrome, netherlands, blackandwhite, commonplaces, northholland	341	en	Criteria iii	Criteria ii	Criteria iv	0.2979319095611572	0.775958389043808	Criteria iv	Criteria ii	Criteria iii	0.5110566	0.8057838	False	1.0	0.7454515034570655
251	259	It has tags of amsterdam, night, photography, canon, car, tram, lights, fog	344	en	Criteria iii	Criteria vi	Criteria iv	0.3210800588130951	0.7003970295190811	Criteria vi	Criteria i	Criteria iv	0.3123116	0.74210304	False	0.5	0.6896944420829348
252	260	It has tags of amsterdam, capital, netherlands, holland, europe, found, slide, canal	359	en	Criteria ii	Criteria iii	Criteria iv	0.4067694544792175	0.8529024869203568	Criteria ii	Criteria iv	Criteria i	0.4882022	0.89670545	True	0.5	0.9086890373864029
253	261	Pictures of the now long gone Vrieshuis Amerika, a huge cold storage building on the Amsterdam waterfront, squatted in the nineties	362	en	Criteria i	Criteria vi	Criteria iv	0.3398789465427398	0.6667962372303009	Criteria iv	Criteria vi	Criteria i	0.43354562	0.78436357	False	1.0	0.7008179839723723
254	262	These pictures were taken during the last weeks of the squatting as a documentation of the building, that was taken down not long after	362	en	Criteria ii	Criteria iii	Criteria i	0.3258596360683441	0.7724789530038834	Criteria iv	Criteria iii	Criteria vi	0.48230416	0.86635476	False	0.2	0.499064523932716
255	263	Camera Yashica Mat with FP4 Plus	362	en	Criteria iii	Criteria vi	Criteria ii	0.4206179678440094	0.6887321844696999	Criteria iv	Criteria iii	Criteria ii	0.23330747	0.5108185	False	0.5	0.7220102150005756
256	265	It has title of Vrieshuis Amerika: one of the locals	362	en	Criteria iii	Criteria vi	Criteria i	0.2568950951099396	0.6824152618646622	Criteria iv	Criteria iii	Criteria ii	0.28216362	0.69117343	False	0.2	0.8566457251717683
257	266	Pictures of the now long gone Vrieshuis Amerika, a huge cold storage building on the Amsterdam waterfront, squatted in the nineties	363	en	Criteria i	Criteria vi	Criteria iv	0.3398789465427398	0.6667962372303009	Criteria iv	Criteria vi	Criteria i	0.43354562	0.78436357	False	1.0	0.7008179839723723
258	267	These pictures were taken during the last weeks of the squatting as a documentation of the building, that was taken down not long after	363	en	Criteria ii	Criteria iii	Criteria i	0.3258596360683441	0.7724789530038834	Criteria iv	Criteria iii	Criteria vi	0.48230416	0.86635476	False	0.2	0.499064523932716
259	268	Camera Yashica Mat with FP4 Plus	363	en	Criteria iii	Criteria vi	Criteria ii	0.4206179678440094	0.6887321844696999	Criteria iv	Criteria iii	Criteria ii	0.23330747	0.5108185	False	0.5	0.7220102150005756
260	269	It has title of Vrieshuis Amerika: view from the balcony on the thirdt floor, looking east.	363	en	Criteria i	Criteria vi	Criteria iii	0.3479209840297699	0.7156119495630264	Criteria i	Criteria iv	Criteria vi	0.3444604	0.6947095	True	0.5	0.892350506467677
261	270	Pjotrp – All Rights Reserved	364	en	Criteria vi	Criteria x	Criteria iii	0.2898340821266174	0.6825544089078903	Criteria x	Criteria vi	Criteria vii	0.21442127	0.593476	False	0.5	0.8835704476853232
262	271	Design: wUrck architects (2016)	367	en	Criteria i	Criteria ii	Criteria iv	0.5905827283859253	0.9715851992368698	Criteria i	Criteria ii	Criteria iv	0.589508	0.8745962	True	1.0	0.9931762882756484
263	272	It has title of Hexa	367	en	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iii	Criteria vi	Criteria x	0.24564098	0.53231287	True	0.5	0.9367808145587403
264	273	It has tags of northholland, netherlands, amsterdamzuid, nederland, ro, bike, parking, architecture, modern, reflection	367	en	Criteria iii	Criteria iv	Criteria ii	0.5582274794578552	0.8464518934488297	Criteria ii	Criteria iv	Criteria i	0.4511575	0.91629535	False	0.5	0.3668386779265389
265	274	Look closely and you will see it :)	368	en	Criteria vii	Criteria i	Criteria iii	0.290857195854187	0.691161498427391	Criteria i	Criteria iii	Criteria vi	0.22951096	0.5976296	False	0.5	0.8766894039241266
266	275	It has title of Into the belly of the beast	368	en	Criteria vi	Criteria iii	Criteria iv	0.4261670708656311	0.7942725867033005	Criteria vi	Criteria i	Criteria iii	0.30564627	0.6185824	True	0.5	0.8990416125862499
267	276	It has tags of amsterdam, capital, netherlands, holland, europe, found, slide, canal, sculpture, statue, building, architecture	370	en	Criteria ii	Criteria iii	Criteria iv	0.3395675420761108	0.8122404962778091	Criteria ii	Criteria iv	Criteria i	0.53759915	0.88849324	True	0.5	0.8443695942571974
268	277	It has title of The way you get immersed	376	en	Criteria vi	Criteria iii	Criteria iv	0.3382403552532196	0.7890275567770004	Criteria ii	Criteria i	Criteria iv	0.43698078	0.7071245	False	0.2	0.4468287274980738
269	278	It has tags of holocaust, memorial, names, amsterdam, second, world, war, jews, netherlands, history, antisemitisme, canonr	376	en	Criteria vi	Criteria iii	Criteria iv	0.4597716927528381	0.9026471450924872	Criteria vi	Criteria iv	Criteria ii	0.43067843	0.8044374	True	0.5	0.9078524073873674
270	279	Modern kids are getting traumatized by bicycle coaches, apparently	396	en	Criteria iv	Criteria i	Criteria iii	0.3858815431594848	0.7570797204971313	Criteria vi	Criteria v	Criteria iv	0.60117185	0.80700564	False	0.2	0.27207956970447167
271	280	This has to stop.	396	en	Criteria iii	Criteria x	Criteria vii	0.3572083115577698	0.638216033577919	Criteria iii	Criteria x	Criteria vii	0.1506314	0.4343915	True	1.0	0.7971067502867528
272	281	It has title of Fietscoach Makes Me Cry	396	en	Criteria iii	Criteria vi	Criteria i	0.2285003811120987	0.5551654547452927	Criteria i	Criteria x	Criteria vi	0.21707824	0.52917254	False	0.5	0.8279082687600211
273	282	It has tags of fietscoach, children, closeup, crying, teardrops, child, classic, amsterdam, sad, eyes, kid, humor, satire, sticker, street	396	en	Criteria iii	Criteria vi	Criteria iv	0.528696596622467	0.7798671871423721	Criteria vi	Criteria iv	Criteria i	0.36203074	0.70859957	False	0.5	0.5198865901844548
274	283	It has tags of amsterdam, winter, hazy, citycenter, water, canal, reflection, koepelkerk, clouds	397	en	Criteria iii	Criteria iv	Criteria vi	0.4230174720287323	0.7211121246218681	Criteria i	Criteria iv	Criteria ii	0.56400543	0.8052369	False	0.2	0.24646912341999816
275	285	I really appreciate	399	en	Criteria iii	Criteria vi	Criteria ii	0.4165540039539337	0.8355324417352676	Criteria i	Criteria vi	Criteria x	0.21199967	0.51564085	False	0.2	0.626512887008262
276	286	It has title of Top down Reflection	401	en	Criteria viii	Criteria x	Criteria vii	0.2568045258522033	0.6875289231538773	Criteria i	Criteria x	Criteria iii	0.17845906	0.4706866	False	0.2	0.6677359405781419
277	287	It has tags of holocaust, memorial, names, amsterdam, second, world, war, jews, netherlands, history, antisemitisme, canonr	401	en	Criteria vi	Criteria iii	Criteria iv	0.4597716927528381	0.9026471450924872	Criteria vi	Criteria iv	Criteria ii	0.43067843	0.8044374	True	0.5	0.9078524073873674
278	288	It has title of Pink mannequin in shop window	407	en	Criteria i	Criteria iii	Criteria vi	0.2148808091878891	0.5816299319267273	Criteria i	Criteria ii	Criteria vi	0.31657407	0.66598684	True	0.5	0.9104270159157878
279	289	A painted tree in the park, at the square Frederiksplein in Amsterdam city	408	en	Criteria i	Criteria ii	Criteria iv	0.6087974309921265	0.8620885983109474	Criteria i	Criteria ii	Criteria iv	0.66174865	0.9030842	True	1.0	0.9924314596689708
280	290	free urban photo by Fons Heijnsbroek, 2022	408	en	Criteria v	Criteria iii	Criteria vi	0.3774487376213074	0.6792330294847488	Criteria i	Criteria iii	Criteria vi	0.6864377	0.82202435	False	0.5	0.16247159734220495
281	291	It has title of A painted tree in the park, Amsterdam city	408	en	Criteria i	Criteria vi	Criteria iv	0.3625140786170959	0.7214885801076889	Criteria i	Criteria ii	Criteria iv	0.62849414	0.85706455	True	0.5	0.8777842587224347
282	292	House facades and park trees in the sunlight of winter	409	en	Criteria iv	Criteria v	Criteria ii	0.4518673419952392	0.7227940261363983	Criteria vii	Criteria v	Criteria iv	0.21599816	0.57711744	False	0.5	0.7035232629223491
283	293	Amsterdam city at the border of square Frederiksplein	409	en	Criteria vi	Criteria ii	Criteria iv	0.2520668506622314	0.717941403388977	Criteria iv	Criteria i	Criteria ii	0.43203795	0.7860466	False	0.5	0.84461329694303
284	294	It has title of House facades and park trees in sunlight of winter	409	en	Criteria vii	Criteria iv	Criteria i	0.2154723405838012	0.5368043631315231	Criteria iv	Criteria v	Criteria iii	0.37589958	0.77531856	False	0.2	0.6522989739229956
285	295	free photo Amsterdam by Fons Heijnsbroek, 2022.UNSPL.	409	en	Criteria vi	Criteria iii	Criteria iv	0.4059672355651855	0.7624712735414505	Criteria ii	Criteria i	Criteria iv	0.34045923	0.75171626	False	0.2	0.5890961325699499
286	296	Focussing on one point	412	en	Criteria iii	Criteria vi	Criteria i	0.225509375333786	0.5861809402704239	Criteria iv	Criteria ii	Criteria iii	0.46390614	0.74126303	False	0.2	0.6719077857884631
287	297	It has tags of postjesweg, amsterdam, northholland, netherlands	424	en	Criteria iii	Criteria iv	Criteria ii	0.3664123713970184	0.7387505173683167	Criteria ii	Criteria i	Criteria iv	0.6095937	0.9009664	False	0.5	0.5231061811240552
288	298	An old brick arch bridge in Amsterdam city over the canal water of the Reguliergracht	426	en	Criteria iv	Criteria ii	Criteria v	0.4738442003726959	0.7649999707937241	Criteria iv	Criteria ii	Criteria i	0.53667766	0.93579704	True	0.5	0.9313907346407526
289	299	It has title of Old brick canal bridge in Amsterdam city	426	en	Criteria i	Criteria iv	Criteria ii	0.3080450594425201	0.7790725380182266	Criteria iv	Criteria ii	Criteria i	0.3895113	0.9060235	False	1.0	0.9273895055700041
290	300	National Maritim Museum	443	en	Criteria vi	Criteria iii	Criteria iv	0.6802250742912292	0.9124179668724536	Criteria i	Criteria iv	Criteria vi	0.31598145	0.71374255	False	0.5	0.48171226467947575
291	301	It has tags of scheepsvaartmuseum, dutcheastindiacompany, canal, cargoship, nationalmaritimemuseum, evening, amsterdam, light, noordholland, nederland	443	en	Criteria iii	Criteria iv	Criteria ii	0.4358547031879425	0.7852472960948944	Criteria ii	Criteria iv	Criteria i	0.74221617	0.9249659	False	0.5	0.2962863441092863
292	302	Amsterdam canal with winter trees	450	en	Criteria vi	Criteria iii	Criteria iv	0.2988853454589844	0.7485348880290985	Criteria vii	Criteria x	Criteria v	0.35473317	0.6910305	False	0.0	0.2301442257875859
293	303	the old canal at the left is called Prinsengracht	450	en	Criteria iv	Criteria i	Criteria vi	0.2781719267368316	0.683059349656105	Criteria iv	Criteria i	Criteria ii	0.6785825	0.85245013	True	0.5	0.7437583094756796
294	304	At the right you see the city-square Amstelveld with the historical wooden church Amstelkerk	450	en	Criteria i	Criteria iv	Criteria ii	0.2815906107425689	0.7567967623472214	Criteria iv	Criteria ii	Criteria i	0.7884118	0.9443141	False	1.0	0.6850238550644221
