	index	sentence	origin	lang
2500	2682	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2333	en
2501	2683	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2333	en
2502	2685	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, food, holiday, hollande, ilce, iso, netherlands, nourriture, paysbas, sony, sonyilce, sonyilce, travel, vacances, voyage	2333	en
2503	2686	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2334	en
2504	2687	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2334	en
2505	2689	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, female, femme, focallength, focallengthin, food, girls, holiday, hollande, ilce, iso, mykiri, netherlands, nourriture, paysbas, portrait, portraits, portraiture, sony, sonyilce, sonyilce, travel, vacances, voyage, woman, women	2334	en
2506	2690	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2335	en
2507	2691	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2335	en
2508	2693	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, food, holiday, hollande, ilce, iso, netherlands, nourriture, paysbas, sony, sonyilce, sonyilce, travel, vacances, voyage	2335	en
2509	2694	Author : @Kiri Karma City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2336	en
2510	2695	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2336	en
2511	2696	It has tags of editedphoto, fleurs, flowers, focallength, focallengthin, holiday, hollande, ilce, iso, netherlands, paysbas, sony, sonyilce, sonyilce, travel, vacances, voyage, amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e	2336	en
2512	2697	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2337	en
2513	2698	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2337	en
2514	2700	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, food, holiday, hollande, ilce, iso, netherlands, nourriture, paysbas, sony, sonyilce, sonyilce, travel, vacances, voyage	2337	en
2515	2701	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2338	en
2516	2702	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2338	en
2517	2704	It has tags of amsterdam, artderue, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, graffiti, graffito, grafiti, grafitis, holiday, hollande, ilce, iso, netherlands, paysbas, photoderue, photography, sony, sonyilce, sonyilce, street, streetart, streetphotography, travel, vacances, voyage	2338	en
2518	2705	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2340	en
2519	2706	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2340	en
2520	2708	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, holiday, hollande, ilce, iso, netherlands, pancarte, paysbas, sign, sony, sonyilce, sonyilce, travel, vacances, voyage	2340	en
2521	2709	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2341	en
2522	2710	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2341	en
2523	2712	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, holiday, hollande, ilce, iso, netherlands, paysbas, photoderue, photography, sony, sonyilce, sonyilce, street, streetphotography, travel, vacances, voyage	2341	en
2524	2713	Author : @Kiri Karma City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2342	en
2525	2714	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2342	en
2526	2715	It has tags of amsterdam, best, bestof, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, holiday, hollande, ilce, iso, meilleur, netherlands, paysbas, reflected, reflection, sony, sonyilce, sonyilce, travel, vacances, voyage	2342	en
2527	2716	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2343	en
2528	2717	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2343	en
2529	2719	It has tags of amsterdam, candidportrait, candide, candideportrait, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, female, femme, focallength, focallengthin, girls, holiday, hollande, ilce, iso, netherlands, paysbas, photoderue, photography, sony, sonyilce, sonyilce, street, streetphotography, travel, vacances, voyage, woman, women	2343	en
2530	2720	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2344	en
2531	2721	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2344	en
2532	2723	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, holiday, hollande, ilce, iso, netherlands, pancarte, paysbas, sign, sony, sonyilce, sonyilce, travel, vacances, voyage	2344	en
2533	2724	Author : @Kiri Karma City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2345	en
2534	2725	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2345	en
2535	2726	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, female, femme, focallength, focallengthin, girls, holiday, hollande, ilce, iso, mykiri, netherlands, parc, park, paysbas, portrait, portraits, portraiture, sony, sonyilce, sonyilce, travel, vacances, voyage, woman, women	2345	en
2536	2727	Author : @Kiri Karma City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2346	en
2537	2728	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2346	en
2538	2729	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, holiday, hollande, ilce, iso, netherlands, parc, park, paysbas, sony, sonyilce, sonyilce, statue, travel, vacances, voyage	2346	en
2539	2730	Author : @Kiri Karma City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2347	en
2540	2731	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2347	en
2541	2732	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, holiday, hollande, ilce, iso, netherlands, paysbas, sony, sonyilce, sonyilce, statue, travel, vacances, voyage	2347	en
2542	2733	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2348	en
2543	2734	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2348	en
2544	2736	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, female, femme, focallength, focallengthin, girls, highiso, holiday, hollande, homme, ilce, iso, man, men, messieurs, migueldiscart, monsieur, mykiri, netherlands, paysbas, portrait, portraits, portraiture, sony, sonyilce, sonyilce, travel, vacances, voyage, woman, women	2348	en
2545	2737	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2350	en
2546	2738	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2350	en
2547	2740	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, holiday, hollande, ilce, iso, netherlands, paysbas, sony, sonyilce, sonyilce, statue, travel, vacances, voyage	2350	en
2548	2741	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2352	en
2549	2742	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2352	en
2550	2744	It has tags of amsterdam, batiment, building, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, gratteciel, holiday, hollande, ilce, iso, netherlands, paysbas, skyscraper, sony, sonyilce, sonyilce, statue, travel, vacances, voyage	2352	en
2551	2745	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2353	en
2552	2746	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2353	en
2553	2748	It has tags of dxophotolab, e, editedphoto, focallength, focallengthin, graffiti, graffito, grafiti, grafitis, holiday, hollande, ilce, iso, netherlands, paysbas, photoderue, photography, sony, sonyilce, sonyilce, street, streetart, streetphotography, travel, vacances, voyage, amsterdam, artderue, citytrip, createdbydxo, dxo, dxophotolab	2353	en
2554	2749	City trip In Amsterdam - July 2021 - Day 2   Various pics of the day 2 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 2) sans sujet reel	2354	en
2555	2750	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2354	en
2556	2752	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, holiday, hollande, ilce, iso, netherlands, pancarte, paysbas, sign, sony, sonyilce, sonyilce, travel, vacances, voyage	2354	en
2557	2753	City trip In Amsterdam - July 2021 - Day 1   Various pics of the day 1 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 1) sans sujet reel	2355	en
2558	2754	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2355	en
2559	2756	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, food, highiso, holiday, hollande, ilce, iso, netherlands, nourriture, paysbas, sony, sonyilce, sonyilce, travel, vacances, voyage	2355	en
2560	2757	City trip In Amsterdam - July 2021 - Day 1   Various pics of the day 1 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 1) sans sujet reel	2356	en
2561	2758	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2356	en
2562	2760	It has tags of amsterdam, bicycle, busted, candidportrait, candide, candideportrait, citytrip, createdbydxo, cycle, dxo, dxophotolab, dxophotolab, e, editedphoto, female, femme, focallength, focallengthin, girls, holiday, hollande, ilce, iso, jetevois, netherlands, paysbas, prissurlefait, sony, sonyilce, sonyilce, travel, vacances, velo, voyage, woman, women	2356	en
2563	2761	City trip In Amsterdam - July 2021 - Day 1   Various pics of the day 1 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 1) sans sujet reel	2357	en
2564	2762	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2357	en
2565	2764	It has tags of amsterdam, artderue, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, graffiti, graffito, grafiti, grafitis, holiday, hollande, ilce, iso, netherlands, parc, park, paysbas, sony, sonyilce, sonyilce, streetart, travel, vacances, voyage	2357	en
2566	2765	City trip In Amsterdam - July 2021 - Day 1   Various pics of the day 1 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 1) sans sujet reel	2358	en
2567	2766	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2358	en
2568	2768	It has tags of iso, netherlands, paysbas, sony, sonyilce, sonyilce, statue, travel, vacances, voyage, amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, focallength, focallengthin, holiday, hollande, ilce	2358	en
2569	2769	City trip In Amsterdam - July 2021 - Day 1   Various pics of the day 1 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 1) sans sujet reel	2359	en
2570	2770	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2359	en
2571	2772	It has tags of amsterdam, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, fleurs, flowers, focallength, focallengthin, holiday, hollande, ilce, iso, netherlands, paysbas, sony, sonyilce, sonyilce, travel, vacances, voyage	2359	en
2572	2773	Author : @Kiri Karma City trip In Amsterdam - July 2021 - Day 1   Various pics of the day 1 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 1) sans sujet reel	2360	en
2573	2774	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2360	en
2574	2775	It has tags of amsterdam, animal, animalphotography, animals, animalsupclose, animaux, bird, birds, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, feathers, focallength, focallengthin, holiday, hollande, ilce, iso, nature, naturephotography, netherlands, oiseau, oiseaux, parc, park, paysbas, pet, sony, sonyilce, sonyilce, travel, vacances, voyage	2360	en
2575	2776	City trip In Amsterdam - July 2021 - Day 1   Various pics of the day 1 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 1) sans sujet reel	2361	en
2576	2777	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2361	en
2577	2779	It has tags of amsterdam, animal, animalphotography, animals, animalsupclose, animaux, bird, birds, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, feathers, focallength, focallengthin, holiday, hollande, ilce, iso, nature, naturephotography, netherlands, oiseau, oiseaux, parc, park, paysbas, pet, sony, sonyilce, sonyilce, travel, vacances, voyage	2361	en
2578	2780	City trip In Amsterdam - July 2021 - Day 1   Various pics of the day 1 in Amsterdam with no particular subject Diverses photos prisent a Amsterdam (jour : 1) sans sujet reel	2362	en
2579	2781	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2362	en
2580	2783	It has tags of amsterdam, candidportrait, candide, candideportrait, citytrip, createdbydxo, dxo, dxophotolab, dxophotolab, e, editedphoto, female, femme, focallength, focallengthin, girls, holiday, hollande, ilce, iso, netherlands, parc, park, paysbas, sexy, sony, sonyilce, sonyilce, travel, vacances, voyage, woman, women	2362	en
2581	2784	2021 opening concert grachtenfestival	2366	en
2582	2785	2021 opening concert grachtenfestival	2367	en
2583	2786	It has tags of amsterdam, netherlands, sunset, river, skyline, sky, europe, colours, building, holland, photography, photo, clouds, city, ciudad, holanda, cielo, nubes, fotograf	2370	en
2584	2789	It has tags of netherlands, hollandia, amsterdam, square, ter, palace, palota, xbrnfkbgbalwr, ycabi	2387	en
2585	2790	City trip In Amsterdam - July 2021 - Torture Museum   Torture Museum in Amsterdam  Torture Museum EntranceFirst you enter a dark corridor in a theater like decor, and then several small and equally dark rooms follow	2388	en
2586	2791	The Torture Museum endeavors to document the history of the human cruelty - Scaring the hell out of you..	2388	en
2587	2792	is their publicity tagline	2388	en
2588	2793	you will not see any of the modern wars here	2388	en
2589	2794	The exhibition presents mainly old prints enlargements, shown on light boxes	2388	en
2590	2795	The quality of these images as well as the appearance of the whole presentation is quite imperfect	2388	en
2591	2796	Luckily - because it softens its impact on a visitor	2388	en
2592	2797	All the museum information has been typed on small yellow sheets paper in English, Dutch, French, German, Italian and Spanish	2388	en
2593	2798	The museum's small spaces are been badly lit, probably to hide the walls, made from poorly painted multiplex	2388	en
2594	2799	The result is that the real asset of the museum - several mediaeval torture instruments and one rusty guillotine are hardly visible and remain hidden in the darkness	2388	en
2595	2800	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2388	en
2596	2802	It has tags of amsterdam, citytrip, color, colorful, couleur, e, focallength, focallengthin, highiso, holiday, hollande, ilce, iso, musee, musees, museum, museums, netherlands, paysbas, red, rouge, sony, sonyilce, sonyilce, torturemuseum, travel, vacances, voyage	2388	en
2597	2803	City trip In Amsterdam - July 2021 - Torture Museum   Torture Museum in Amsterdam  Torture Museum EntranceFirst you enter a dark corridor in a theater like decor, and then several small and equally dark rooms follow	2389	en
2598	2804	The Torture Museum endeavors to document the history of the human cruelty - Scaring the hell out of you..	2389	en
2599	2805	is their publicity tagline	2389	en
2600	2806	Do not worry	2389	en
2601	2807	you will not see any of the modern wars here	2389	en
2602	2808	The exhibition presents mainly old prints enlargements, shown on light boxes	2389	en
2603	2809	The quality of these images as well as the appearance of the whole presentation is quite imperfect	2389	en
2604	2810	Luckily - because it softens its impact on a visitor	2389	en
2605	2811	All the museum information has been typed on small yellow sheets paper in English, Dutch, French, German, Italian and Spanish	2389	en
2606	2812	The museum's small spaces are been badly lit, probably to hide the walls, made from poorly painted multiplex	2389	en
2607	2813	The result is that the real asset of the museum - several mediaeval torture instruments and one rusty guillotine are hardly visible and remain hidden in the darkness	2389	en
2608	2814	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2389	en
2609	2816	It has tags of amsterdam, citytrip, color, colorful, couleur, e, focallength, focallengthin, highiso, holiday, hollande, ilce, iso, musee, musees, museum, museums, netherlands, paysbas, red, rouge, sony, sonyilce, sonyilce, torturemuseum, travel, vacances, voyage	2389	en
2610	2817	City trip In Amsterdam - July 2021 - Torture Museum   Torture Museum in Amsterdam  Torture Museum EntranceFirst you enter a dark corridor in a theater like decor, and then several small and equally dark rooms follow	2390	en
2611	2818	The Torture Museum endeavors to document the history of the human cruelty - Scaring the hell out of you..	2390	en
2612	2819	is their publicity tagline	2390	en
2613	2820	Do not worry	2390	en
2614	2821	you will not see any of the modern wars here	2390	en
2615	2822	The exhibition presents mainly old prints enlargements, shown on light boxes	2390	en
2616	2823	The quality of these images as well as the appearance of the whole presentation is quite imperfect	2390	en
2617	2824	Luckily - because it softens its impact on a visitor	2390	en
2618	2825	All the museum information has been typed on small yellow sheets paper in English, Dutch, French, German, Italian and Spanish	2390	en
2619	2826	The museum's small spaces are been badly lit, probably to hide the walls, made from poorly painted multiplex	2390	en
2620	2827	The result is that the real asset of the museum - several mediaeval torture instruments and one rusty guillotine are hardly visible and remain hidden in the darkness	2390	en
2621	2828	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2390	en
2622	2830	It has tags of amsterdam, citytrip, e, focallength, focallengthin, highiso, holiday, hollande, ilce, iso, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, torturemuseum, travel, vacances, voyage	2390	en
2623	2831	Author : @Kiri Karma City trip In Amsterdam - July 2021 - Torture Museum   Torture Museum in Amsterdam  Torture Museum EntranceFirst you enter a dark corridor in a theater like decor, and then several small and equally dark rooms follow	2391	en
2624	2832	The Torture Museum endeavors to document the history of the human cruelty - Scaring the hell out of you..	2391	en
2625	2833	is their publicity tagline	2391	en
2626	2834	Do not worry	2391	en
2627	2835	you will not see any of the modern wars here	2391	en
2628	2836	The exhibition presents mainly old prints enlargements, shown on light boxes	2391	en
2629	2837	The quality of these images as well as the appearance of the whole presentation is quite imperfect	2391	en
2630	2838	Luckily - because it softens its impact on a visitor	2391	en
2631	2839	All the museum information has been typed on small yellow sheets paper in English, Dutch, French, German, Italian and Spanish	2391	en
2632	2840	The museum's small spaces are been badly lit, probably to hide the walls, made from poorly painted multiplex	2391	en
2633	2841	The result is that the real asset of the museum - several mediaeval torture instruments and one rusty guillotine are hardly visible and remain hidden in the darkness	2391	en
2634	2842	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2391	en
2635	2843	It has tags of amsterdam, citytrip, color, colorful, couleur, e, focallength, focallengthin, highiso, holiday, hollande, ilce, iso, musee, musees, museum, museums, netherlands, paysbas, red, rouge, sony, sonyilce, sonyilce, torturemuseum, travel, vacances, voyage	2391	en
2636	2844	City trip In Amsterdam - July 2021 - Torture Museum   Torture Museum in Amsterdam  Torture Museum EntranceFirst you enter a dark corridor in a theater like decor, and then several small and equally dark rooms follow	2392	en
2637	2845	The Torture Museum endeavors to document the history of the human cruelty - Scaring the hell out of you..	2392	en
2638	2846	is their publicity tagline	2392	en
2639	2847	Do not worry	2392	en
2640	2848	you will not see any of the modern wars here	2392	en
2641	2849	The exhibition presents mainly old prints enlargements, shown on light boxes	2392	en
2642	2850	The quality of these images as well as the appearance of the whole presentation is quite imperfect	2392	en
2643	2851	Luckily - because it softens its impact on a visitor	2392	en
2644	2852	All the museum information has been typed on small yellow sheets paper in English, Dutch, French, German, Italian and Spanish	2392	en
2645	2853	The museum's small spaces are been badly lit, probably to hide the walls, made from poorly painted multiplex	2392	en
2646	2854	The result is that the real asset of the museum - several mediaeval torture instruments and one rusty guillotine are hardly visible and remain hidden in the darkness	2392	en
2647	2855	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2392	en
2648	2857	It has tags of amsterdam, citytrip, e, focallength, focallengthin, highiso, holiday, hollande, ilce, iso, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, torturemuseum, travel, vacances, voyage	2392	en
2649	2858	City trip In Amsterdam - July 2021 - Torture Museum   Torture Museum in Amsterdam  Torture Museum EntranceFirst you enter a dark corridor in a theater like decor, and then several small and equally dark rooms follow	2393	en
2650	2859	The Torture Museum endeavors to document the history of the human cruelty - Scaring the hell out of you..	2393	en
2651	2860	is their publicity tagline	2393	en
2652	2861	Do not worry	2393	en
2653	2862	you will not see any of the modern wars here	2393	en
2654	2863	The exhibition presents mainly old prints enlargements, shown on light boxes	2393	en
2655	2864	The quality of these images as well as the appearance of the whole presentation is quite imperfect	2393	en
2656	2865	Luckily - because it softens its impact on a visitor	2393	en
2657	2866	All the museum information has been typed on small yellow sheets paper in English, Dutch, French, German, Italian and Spanish	2393	en
2658	2867	The museum's small spaces are been badly lit, probably to hide the walls, made from poorly painted multiplex	2393	en
2659	2868	The result is that the real asset of the museum - several mediaeval torture instruments and one rusty guillotine are hardly visible and remain hidden in the darkness	2393	en
2660	2869	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2393	en
2661	2871	It has tags of amsterdam, bleu, blue, citytrip, color, colorful, couleur, e, focallength, focallengthin, highiso, holiday, hollande, ilce, iso, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, torturemuseum, travel, vacances, voyage	2393	en
2662	2872	City trip In Amsterdam - July 2021 - Torture Museum   Torture Museum in Amsterdam  Torture Museum EntranceFirst you enter a dark corridor in a theater like decor, and then several small and equally dark rooms follow	2394	en
2663	2873	The Torture Museum endeavors to document the history of the human cruelty - Scaring the hell out of you..	2394	en
2664	2874	is their publicity tagline	2394	en
2665	2875	Do not worry	2394	en
2666	2876	you will not see any of the modern wars here	2394	en
2667	2877	The exhibition presents mainly old prints enlargements, shown on light boxes	2394	en
2668	2878	The quality of these images as well as the appearance of the whole presentation is quite imperfect	2394	en
2669	2879	Luckily - because it softens its impact on a visitor	2394	en
2670	2880	All the museum information has been typed on small yellow sheets paper in English, Dutch, French, German, Italian and Spanish	2394	en
2671	2881	The museum's small spaces are been badly lit, probably to hide the walls, made from poorly painted multiplex	2394	en
2672	2882	The result is that the real asset of the museum - several mediaeval torture instruments and one rusty guillotine are hardly visible and remain hidden in the darkness	2394	en
2673	2883	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2394	en
2674	2885	It has tags of amsterdam, citytrip, e, focallength, focallengthin, highiso, holiday, hollande, ilce, iso, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, torturemuseum, travel, vacances, voyage	2394	en
2675	2886	City trip In Amsterdam - July 2021 - Torture Museum   Torture Museum in Amsterdam  Torture Museum EntranceFirst you enter a dark corridor in a theater like decor, and then several small and equally dark rooms follow	2395	en
2676	2887	The Torture Museum endeavors to document the history of the human cruelty - Scaring the hell out of you..	2395	en
2677	2888	is their publicity tagline	2395	en
2678	2889	Do not worry	2395	en
2679	2890	you will not see any of the modern wars here	2395	en
2680	2891	The exhibition presents mainly old prints enlargements, shown on light boxes	2395	en
2681	2892	The quality of these images as well as the appearance of the whole presentation is quite imperfect	2395	en
2682	2893	Luckily - because it softens its impact on a visitor	2395	en
2683	2894	All the museum information has been typed on small yellow sheets paper in English, Dutch, French, German, Italian and Spanish	2395	en
2684	2895	The museum's small spaces are been badly lit, probably to hide the walls, made from poorly painted multiplex	2395	en
2685	2896	The result is that the real asset of the museum - several mediaeval torture instruments and one rusty guillotine are hardly visible and remain hidden in the darkness	2395	en
2686	2897	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2395	en
2687	2899	It has tags of amsterdam, citytrip, e, focallength, focallengthin, highiso, holiday, hollande, ilce, iso, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, torturemuseum, travel, vacances, voyage	2395	en
2688	2900	City trip In Amsterdam - July 2021 - Torture Museum   Torture Museum in Amsterdam  Torture Museum EntranceFirst you enter a dark corridor in a theater like decor, and then several small and equally dark rooms follow	2396	en
2689	2901	The Torture Museum endeavors to document the history of the human cruelty - Scaring the hell out of you..	2396	en
2690	2902	is their publicity tagline	2396	en
2691	2903	Do not worry	2396	en
2692	2904	you will not see any of the modern wars here	2396	en
2693	2905	The exhibition presents mainly old prints enlargements, shown on light boxes	2396	en
2694	2906	The quality of these images as well as the appearance of the whole presentation is quite imperfect	2396	en
2695	2907	Luckily - because it softens its impact on a visitor	2396	en
2696	2908	All the museum information has been typed on small yellow sheets paper in English, Dutch, French, German, Italian and Spanish	2396	en
2697	2909	The museum's small spaces are been badly lit, probably to hide the walls, made from poorly painted multiplex	2396	en
2698	2910	The result is that the real asset of the museum - several mediaeval torture instruments and one rusty guillotine are hardly visible and remain hidden in the darkness	2396	en
2699	2911	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2396	en
2700	2913	It has tags of amsterdam, citytrip, e, focallength, focallengthin, highiso, holiday, hollande, ilce, iso, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, torturemuseum, travel, vacances, voyage	2396	en
2701	2914	City trip In Amsterdam - July 2021 - Torture Museum   Torture Museum in Amsterdam  Torture Museum EntranceFirst you enter a dark corridor in a theater like decor, and then several small and equally dark rooms follow	2397	en
2702	2915	The Torture Museum endeavors to document the history of the human cruelty - Scaring the hell out of you..	2397	en
2703	2916	is their publicity tagline	2397	en
2704	2917	Do not worry	2397	en
2705	2918	you will not see any of the modern wars here	2397	en
2706	2919	The exhibition presents mainly old prints enlargements, shown on light boxes	2397	en
2707	2920	The quality of these images as well as the appearance of the whole presentation is quite imperfect	2397	en
2708	2921	Luckily - because it softens its impact on a visitor	2397	en
2709	2922	All the museum information has been typed on small yellow sheets paper in English, Dutch, French, German, Italian and Spanish	2397	en
2710	2923	The museum's small spaces are been badly lit, probably to hide the walls, made from poorly painted multiplex	2397	en
2711	2924	The result is that the real asset of the museum - several mediaeval torture instruments and one rusty guillotine are hardly visible and remain hidden in the darkness	2397	en
2712	2925	( A little city trip in Amsterdam Un petit city trip a Amsterdam )	2397	en
2713	2927	It has tags of amsterdam, citytrip, e, focallength, focallengthin, highiso, holiday, hollande, ilce, iso, musee, musees, museum, museums, netherlands, paysbas, sony, sonyilce, sonyilce, torturemuseum, travel, vacances, voyage	2397	en
2714	2928	City trip In Amsterdam - July 2021 - Torture Museum   Torture Museum in Amsterdam  Torture Museum EntranceFirst you enter a dark corridor in a theater like decor, and then several small and equally dark rooms follow	2398	en
