	index	sentence	origin	lang	Criteria i	Criteria ii	Criteria iii	Criteria iv	Criteria v	Criteria vi	Criteria vii	Criteria viii	Criteria ix	Criteria x	Others	max_1_val	max_1_col	max_2_val	max_2_col	max_3_val	max_3_col	max_1	max_3
190	202	- Doing some street photography in China and caught this fella on his electric scooter	901	en	0.06768239289522171	0.24526506662368774	0.2667027711868286	0.22912044823169708	0.058539073914289474	0.09978795051574707	0.007324672769755125	0.005495223682373762	0.009530027396976948	0.010305875912308693	0.0002464792341925204	0.2667027711868286	Criteria iii	0.24526506662368774	Criteria ii	0.22912044823169708	Criteria iv	0.2667027711868286	0.7410882860422134
191	203	He gave me that look sometimes you get when people see you catching them on camera.	901	en	0.3192092180252075	0.24750132858753204	0.10265211015939713	0.0662621259689331	0.015306158922612667	0.1988181471824646	0.03771161660552025	0.002949552843347192	0.003092594211921096	0.006077789235860109	0.00041931812302209437	0.3192092180252075	Criteria i	0.24750132858753204	Criteria ii	0.1988181471824646	Criteria vi	0.3192092180252075	0.7655286937952042
192	205	It has tags of suzhou, china, city, building, house, chinese, urban, scooter, electric, lanterns, man, street, people, candid	901	en	0.011955377645790577	0.06594344973564148	0.494851291179657	0.0779372975230217	0.03154786303639412	0.3129066526889801	0.0018700424116104841	0.0006733224727213383	0.0009179056505672634	0.0013584435218945146	3.8385289371944964e-05	0.494851291179657	Criteria iii	0.3129066526889801	Criteria vi	0.0779372975230217	Criteria iv	0.494851291179657	0.8856952413916588
193	261	- This is a touristy old street with lots of touristy shops	1018	en	0.03690369799733162	0.05887867137789726	0.32571113109588623	0.3534984290599823	0.19372978806495667	0.012175186537206173	0.004775365348905325	0.006882473826408386	0.004785538651049137	0.0025825416669249535	7.729291974101216e-05	0.3534984290599823	Criteria iv	0.32571113109588623	Criteria iii	0.19372978806495667	Criteria v	0.3534984290599823	0.8729393482208252
194	262	All along the street are these lanterns, the text has the name of the street: Shantang.	1018	en	0.21462635695934296	0.07112421095371246	0.15916697680950165	0.3095710575580597	0.04636302962899208	0.15157528221607208	0.017759639769792557	0.010995200835168362	0.008833727799355984	0.009431110695004463	0.0005533812800422311	0.3095710575580597	Criteria iv	0.21462635695934296	Criteria i	0.15916697680950165	Criteria iii	0.3095710575580597	0.6833643913269043
195	263	It has tags of suzhou, china, shantang, street, house, decoration, shops, lantern, chinese, red	1018	en	0.01707242615520954	0.07697393000125885	0.5978903770446777	0.10477270931005478	0.029990462586283684	0.16728295385837555	0.002119764918461442	0.0010780973825603724	0.0014162047300487757	0.0013518256600946188	5.131898433319293e-05	0.5978903770446777	Criteria iii	0.16728295385837555	Criteria vi	0.10477270931005478	Criteria iv	0.5978903770446777	0.8699460402131081
196	264	It has tags of china, suzhou, jiangsu, building, trees, park, colors, colours	1139	en	0.017440350726246834	0.1026964858174324	0.5569671988487244	0.07208989560604095	0.0240603219717741	0.21693091094493866	0.0039600227028131485	0.001463591237552464	0.001947252545505762	0.0023875536862760782	5.6479468184988946e-05	0.5569671988487244	Criteria iii	0.21693091094493866	Criteria vi	0.1026964858174324	Criteria ii	0.5569671988487244	0.8765945956110954
197	265	It has tags of asteraceae, chrysanthemum, magnoliophyta, magnoliopsida, angiospermes, architectural, architecture, dicots, dicotyl, ecology, ecosystem, environment, environmentalism, floweringplants, gardens, land, landscape, landscaping, nature, phan, plantes, plantes, plants, rock, rocks, scenery, structures, sunflowers, tree, suzhou, jiangsu, china	1140	en	0.019946444779634476	0.054992761462926865	0.315965861082077	0.08163964748382568	0.2702123820781708	0.11461225152015686	0.03346538916230202	0.010050009936094284	0.06821076571941376	0.030654309317469597	0.0002501331618987024	0.315965861082077	Criteria iii	0.2702123820781708	Criteria v	0.11461225152015686	Criteria vi	0.315965861082077	0.7007904946804047
198	267	It has tags of red, shanghai, suzhou, china	1144	en	0.029093485325574875	0.06935294717550278	0.33979710936546326	0.06587690114974976	0.022249048575758934	0.11781514436006546	0.10764183104038239	0.020029081031680107	0.06977079063653946	0.1581725925207138	0.00020097570086363703	0.33979710936546326	Criteria iii	0.1581725925207138	Criteria x	0.11781514436006546	Criteria vi	0.33979710936546326	0.6157848462462425
199	268	The Gate to the Orient building looking like a pair of trousers on the west bank of beautiful Jinji Lake viewed through an unusual and interesting piece of artwork in downtown Suzhou.	1172	en	0.5188211798667908	0.09622868150472641	0.08414138108491898	0.21652646362781525	0.017037808895111084	0.049225810915231705	0.009778890758752823	0.004003461450338364	0.001969164703041315	0.0021375876385718584	0.00012957070430275053	0.5188211798667908	Criteria i	0.21652646362781525	Criteria iv	0.09622868150472641	Criteria ii	0.5188211798667908	0.8315763249993324
200	269	It has title of The 'Pants' building through an interesting piece of artwork	1172	en	0.4270924925804138	0.12731873989105225	0.15899032354354858	0.22545687854290009	0.006906082853674889	0.04388199374079704	0.0033893599174916744	0.0042488244362175465	0.0012863939628005028	0.0012846433091908693	0.00014440120139624923	0.4270924925804138	Criteria i	0.22545687854290009	Criteria iv	0.15899032354354858	Criteria iii	0.4270924925804138	0.8115396946668625
201	270	The weird pants like building trend that has been popular in China for many years	1174	en	0.029166119173169136	0.2978295087814331	0.3726294934749603	0.1104121282696724	0.0798146054148674	0.0985899493098259	0.003283468773588538	0.0026710417587310076	0.002792720217257738	0.002722593490034342	8.836072083795443e-05	0.3726294934749603	Criteria iii	0.2978295087814331	Criteria ii	0.1104121282696724	Criteria iv	0.3726294934749603	0.7808711305260658
202	271	It has title of Suzhou Industrial Park: Gate of the East Shopping Mall	1174	en	0.18368855118751526	0.11127235740423203	0.1956154704093933	0.16268301010131836	0.013376995921134949	0.32307371497154236	0.004157152026891708	0.0026965115685015917	0.0013733513187617064	0.0019391595851629972	0.00012373618665151298	0.32307371497154236	Criteria vi	0.1956154704093933	Criteria iii	0.18368855118751526	Criteria i	0.32307371497154236	0.7023777365684509
203	273	With the traditional typical three entrances	1243	en	0.024591976776719093	0.056500986218452454	0.224222794175148	0.16604109108448029	0.38541179895401	0.03387775272130966	0.04001786932349205	0.012562533840537071	0.039137475192546844	0.01744566671550274	0.00019003071065526456	0.38541179895401	Criteria v	0.224222794175148	Criteria iii	0.16604109108448029	Criteria iv	0.38541179895401	0.7756756842136383
204	274	It has title of Paifang Gate Suzhou	1243	en	0.11611063033342361	0.061400365084409714	0.36720219254493713	0.12264701724052429	0.009720461443066597	0.29416921734809875	0.01162667665630579	0.006840149872004986	0.003721728455275297	0.006287878379225731	0.00027358855004422367	0.36720219254493713	Criteria iii	0.29416921734809875	Criteria vi	0.12264701724052429	Criteria iv	0.36720219254493713	0.7840184271335602
205	275	It has title of Pagoda on the banks of the Grand Canal, Suzhou	1244	en	0.2755472660064697	0.11683230102062225	0.15806467831134796	0.15028661489486694	0.0083592738956213	0.2765049338340759	0.006801025941967964	0.003756430698558688	0.0016995217883959413	0.0020373831503093243	0.00011061198165407404	0.2765049338340759	Criteria vi	0.2755472660064697	Criteria i	0.15806467831134796	Criteria iii	0.2765049338340759	0.7101168781518936
206	276	The Humble Administrator's Garden, Suzhou, China	1315	en	0.04032818600535393	0.14151526987552643	0.3886873424053192	0.12922196090221405	0.02885586768388748	0.2550105154514313	0.004494199529290199	0.002225834410637617	0.003919473383575678	0.0056164320558309555	0.00012487030471675098	0.3886873424053192	Criteria iii	0.2550105154514313	Criteria vi	0.14151526987552643	Criteria ii	0.3886873424053192	0.7852131277322769
207	277	It has title of Over the Roof	1315	en	0.10845417529344559	0.03545156121253967	0.17443227767944336	0.09113132208585739	0.010533200576901436	0.08381026983261108	0.1409682333469391	0.224251851439476	0.053598806262016296	0.07648733258247375	0.0008809753344394267	0.224251851439476	Criteria viii	0.17443227767944336	Criteria iii	0.1409682333469391	Criteria vii	0.224251851439476	0.5396523624658585
208	278	It has tags of architectural, architecture, building, buildingmaterial, buildingmaterials, clayproducts, constructionmaterial, ecology, ecosystem, edifice, edifices, environment, environmentalism, nature, pavilion, plants, pond, recreationbuilding, recreationbuildings, rooftile, scenery, structures, tree, water, suzhou, jiangsu, china	1315	en	0.02203518897294998	0.05199316889047623	0.29830294847488403	0.20698776841163635	0.32764530181884766	0.03849164396524429	0.011645352467894554	0.008313901722431183	0.025341207161545753	0.009152817539870739	9.076294372789562e-05	0.32764530181884766	Criteria v	0.29830294847488403	Criteria iii	0.20698776841163635	Criteria iv	0.32764530181884766	0.832936018705368
209	279	The Humble Administrator's Garden, Suzhou, China	1316	en	0.04032818600535393	0.14151526987552643	0.3886873424053192	0.12922196090221405	0.02885586768388748	0.2550105154514313	0.004494199529290199	0.002225834410637617	0.003919473383575678	0.0056164320558309555	0.00012487030471675098	0.3886873424053192	Criteria iii	0.2550105154514313	Criteria vi	0.14151526987552643	Criteria ii	0.3886873424053192	0.7852131277322769
210	280	It has tags of architectural, architecture, building, edifice, edifices, furniture, home, householdobjects, residence, residentialbuilding, rooms, structures, thing, things, suzhou, jiangsu, china	1316	en	0.022993391379714012	0.0411493256688118	0.5846468806266785	0.2631062865257263	0.06905965507030487	0.016512377187609673	0.0006471617380157113	0.0008999524870887399	0.0006014807731844485	0.00035657378612086177	2.6924893973045982e-05	0.5846468806266785	Criteria iii	0.2631062865257263	Criteria iv	0.06905965507030487	Criteria v	0.5846468806266785	0.9168128222227097
211	316	It has title of Suzhou Panmen Scenic Area.	1475	en	0.07767776399850845	0.025812745094299316	0.19638589024543762	0.06479480862617493	0.019732771441340446	0.30893436074256897	0.227586567401886	0.033578332513570786	0.016681965440511703	0.028192885220050812	0.0006219338974915445	0.30893436074256897	Criteria vi	0.227586567401886	Criteria vii	0.19638589024543762	Criteria iii	0.30893436074256897	0.7329068183898926
212	317	It has tags of harryandrowenaphotos, mercurytours, china	1475	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
213	318	It has title of Suzhou Panmen Scenic Area	1476	en	0.0660158321261406	0.02084135077893734	0.10503645241260529	0.027782386168837547	0.009746873751282692	0.281446248292923	0.38983920216560364	0.031548094004392624	0.016352826729416847	0.04936354607343674	0.0020272373221814632	0.38983920216560364	Criteria vii	0.281446248292923	Criteria vi	0.10503645241260529	Criteria iii	0.38983920216560364	0.7763219028711319
214	319	White Holy Ox Which Helped With Construction Of Pagoda	1476	en	0.061189912259578705	0.33608776330947876	0.1265929788351059	0.09145824611186981	0.003932849038392305	0.37826403975486755	0.0005221355240792036	0.00046233460307121277	0.0005424443515948951	0.0008751282002776861	7.208483293652534e-05	0.37826403975486755	Criteria vi	0.33608776330947876	Criteria ii	0.1265929788351059	Criteria iii	0.37826403975486755	0.8409447818994522
215	320	It Died Soon After Completion So Locals Paid For This Memorial 1100A.D.	1476	en	0.2574272155761719	0.1669943630695343	0.1797388643026352	0.2089957445859909	0.013117464259266853	0.15546001493930817	0.0054056826047599316	0.005522783380001783	0.0029495349153876305	0.004024778958410025	0.0003634803870227188	0.2574272155761719	Criteria i	0.2089957445859909	Criteria iv	0.1797388643026352	Criteria iii	0.2574272155761719	0.646161824464798
216	321	It has tags of harryandrowenaphotos, mercurytours, china	1476	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
217	322	It has title of Suzhou Panmen Scenic Area	1477	en	0.0660158321261406	0.02084135077893734	0.10503645241260529	0.027782386168837547	0.009746873751282692	0.281446248292923	0.38983920216560364	0.031548094004392624	0.016352826729416847	0.04936354607343674	0.0020272373221814632	0.38983920216560364	Criteria vii	0.281446248292923	Criteria vi	0.10503645241260529	Criteria iii	0.38983920216560364	0.7763219028711319
218	323	Lovely Traditional Pebble Mosaic	1477	en	0.01826532930135727	0.06365471333265305	0.49925848841667175	0.11923369020223618	0.20019125938415527	0.06699278950691223	0.008048211224377155	0.004818877205252647	0.011632684618234634	0.00785521324723959	4.8749316192697734e-05	0.49925848841667175	Criteria iii	0.20019125938415527	Criteria v	0.11923369020223618	Criteria iv	0.49925848841667175	0.8186834380030632
219	324	It has tags of harryandrowenaphotos, mercurytours, china	1477	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
220	325	It has title of Suzhou Panmen Scenic Area	1480	en	0.0660158321261406	0.02084135077893734	0.10503645241260529	0.027782386168837547	0.009746873751282692	0.281446248292923	0.38983920216560364	0.031548094004392624	0.016352826729416847	0.04936354607343674	0.0020272373221814632	0.38983920216560364	Criteria vii	0.281446248292923	Criteria vi	0.10503645241260529	Criteria iii	0.38983920216560364	0.7763219028711319
221	326	Walk To Panmen City Gate	1480	en	0.14115089178085327	0.05544719472527504	0.27432239055633545	0.13542626798152924	0.018992997705936432	0.27915963530540466	0.06293397396802902	0.017427239567041397	0.007951795123517513	0.006902354769408703	0.00028528939583338797	0.27915963530540466	Criteria vi	0.27432239055633545	Criteria iii	0.14115089178085327	Criteria i	0.27915963530540466	0.6946329176425934
222	327	It has tags of harryandrowenaphotos, mercurytours, china	1480	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
223	328	It has title of Suzhou Panmen Scenic Area	1481	en	0.0660158321261406	0.02084135077893734	0.10503645241260529	0.027782386168837547	0.009746873751282692	0.281446248292923	0.38983920216560364	0.031548094004392624	0.016352826729416847	0.04936354607343674	0.0020272373221814632	0.38983920216560364	Criteria vii	0.281446248292923	Criteria vi	0.10503645241260529	Criteria iii	0.38983920216560364	0.7763219028711319
224	329	It has tags of harryandrowenaphotos, mercurytours, china	1481	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
225	330	It has title of Suzhou Express Delivery Chinese Style	1482	en	0.05558476969599724	0.05160927399992943	0.17956916987895966	0.042104218155145645	0.005416237283498049	0.6513321995735168	0.008460397832095623	0.002051551127806306	0.0009904440958052874	0.002348640700802207	0.0005331449792720377	0.6513321995735168	Criteria vi	0.17956916987895966	Criteria iii	0.05558476969599724	Criteria i	0.6513321995735168	0.8864861391484737
226	331	It has tags of harryandrowenaphotos, mercurytours, china	1482	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
227	332	Sorting Silk Worm Moth Coccoons	1483	en	0.03682577610015869	0.13415031135082245	0.5476812720298767	0.0723247230052948	0.011204146780073643	0.19619688391685486	0.00040223353425972164	0.0003450651129242033	0.00040829574572853744	0.0004495654138736427	1.1830437870230526e-05	0.5476812720298767	Criteria iii	0.19619688391685486	Criteria vi	0.13415031135082245	Criteria ii	0.5476812720298767	0.878028467297554
228	333	It has tags of harryandrowenaphotos, mercurytours, china	1483	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
229	334	It has tags of harryandrowenaphotos, mercurytours, china	1484	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
230	335	It has tags of harryandrowenaphotos, mercurytours, china	1486	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
231	336	Master of the Nets Garden impressive front entrance.	1487	en	0.8385204672813416	0.04819600656628609	0.01219700276851654	0.08214805275201797	0.0014035223284736276	0.016692716628313065	0.00024012340873014182	0.000294164550723508	6.881973968120292e-05	8.58818821143359e-05	0.00015326827997341752	0.8385204672813416	Criteria i	0.08214805275201797	Criteria iv	0.04819600656628609	Criteria ii	0.8385204672813416	0.9688645265996456
232	337	It has title of Suzhou, the Garden City of China.	1487	en	0.061784371733665466	0.05373916029930115	0.2775503098964691	0.12696170806884766	0.012135231867432594	0.46041932702064514	0.0030970650259405375	0.001908589736558497	0.0009786508744582534	0.0013297731056809425	9.588908142177388e-05	0.46041932702064514	Criteria vi	0.2775503098964691	Criteria iii	0.12696170806884766	Criteria iv	0.46041932702064514	0.8649313449859619
233	338	It has tags of harryandrowenaphotos, mercurytours, china	1487	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
234	339	Master of the Nets Garden, one of the finest oriental gardens,	1488	en	0.8406573534011841	0.06464805454015732	0.010912715457379818	0.06839187443256378	0.0011637626448646188	0.013583128340542316	0.0001866542297648266	0.00018153278506360948	4.868484029429965e-05	6.687325367238373e-05	0.00015937011630740017	0.8406573534011841	Criteria i	0.06839187443256378	Criteria iv	0.06464805454015732	Criteria ii	0.8406573534011841	0.9736972823739052
235	340	It has title of Suzhou, the Garden City of China.	1488	en	0.061784371733665466	0.05373916029930115	0.2775503098964691	0.12696170806884766	0.012135231867432594	0.46041932702064514	0.0030970650259405375	0.001908589736558497	0.0009786508744582534	0.0013297731056809425	9.588908142177388e-05	0.46041932702064514	Criteria vi	0.2775503098964691	Criteria iii	0.12696170806884766	Criteria iv	0.46041932702064514	0.8649313449859619
236	341	It has tags of harryandrowenaphotos, mercurytours, china	1488	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
237	342	Master of the Nets Garden, one of the finest oriental gardens Impressive front entrance	1517	en	0.8225674033164978	0.06692178547382355	0.01154259778559208	0.07398788630962372	0.0020607777405530214	0.021533161401748657	0.0006553007988259196	0.00033110679942183197	0.00011035041097784415	0.00013957078044768423	0.0001501352380728349	0.8225674033164978	Criteria i	0.07398788630962372	Criteria iv	0.06692178547382355	Criteria ii	0.8225674033164978	0.9634770750999451
238	343	It has title of Suzhou, the Garden City of China.	1517	en	0.061784371733665466	0.05373916029930115	0.2775503098964691	0.12696170806884766	0.012135231867432594	0.46041932702064514	0.0030970650259405375	0.001908589736558497	0.0009786508744582534	0.0013297731056809425	9.588908142177388e-05	0.46041932702064514	Criteria vi	0.2775503098964691	Criteria iii	0.12696170806884766	Criteria iv	0.46041932702064514	0.8649313449859619
239	344	It has tags of harryandrowenaphotos, mercurytours, china	1517	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
240	345	Master of the Nets Garden, one of the finest oriental gardens, Impressive front entrance	1518	en	0.7841315269470215	0.07580641657114029	0.017393989488482475	0.09673021733760834	0.0023656520061194897	0.022091209888458252	0.0006833607912994921	0.0003937357396353036	0.00013236174709163606	0.00015213183360174298	0.00011929628817597404	0.7841315269470215	Criteria i	0.09673021733760834	Criteria iv	0.07580641657114029	Criteria ii	0.7841315269470215	0.9566681608557701
241	346	It has title of Suzhou, the Garden City of China.	1518	en	0.061784371733665466	0.05373916029930115	0.2775503098964691	0.12696170806884766	0.012135231867432594	0.46041932702064514	0.0030970650259405375	0.001908589736558497	0.0009786508744582534	0.0013297731056809425	9.588908142177388e-05	0.46041932702064514	Criteria vi	0.2775503098964691	Criteria iii	0.12696170806884766	Criteria iv	0.46041932702064514	0.8649313449859619
242	347	It has tags of harryandrowenaphotos, mercurytours, china	1518	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
243	348	Humble administrator's garden in Suzhou, China on my recent trip back home.	1526	en	0.10900942981243134	0.15829280018806458	0.21608835458755493	0.12595954537391663	0.019447680562734604	0.3644851744174957	0.002136506838724017	0.0015648006228730083	0.0011752564460039139	0.0016282295109704137	0.00021219141490291804	0.3644851744174957	Criteria vi	0.21608835458755493	Criteria iii	0.15829280018806458	Criteria ii	0.3644851744174957	0.7388663291931152
244	349	It has title of Suzhou Eco Rickshaw	1527	en	0.04964245483279228	0.053664278239011765	0.28416869044303894	0.08138677477836609	0.014091714285314083	0.4283474385738373	0.04600979760289192	0.018140623345971107	0.0078070564195513725	0.015806853771209717	0.0009343007113784552	0.4283474385738373	Criteria vi	0.28416869044303894	Criteria iii	0.08138677477836609	Criteria iv	0.4283474385738373	0.7939029037952423
245	350	Spot The Hand Brake	1527	en	0.00609649857506156	0.0021726274862885475	0.01345716044306755	0.0033653362188488245	0.0013751976657658815	0.016342036426067352	0.4645709991455078	0.24926121532917023	0.0860976055264473	0.15483523905277252	0.0024261577054858208	0.4645709991455078	Criteria vii	0.24926121532917023	Criteria viii	0.15483523905277252	Criteria x	0.4645709991455078	0.8686674535274506
246	351	It has tags of harryandrowenaphotos, mercurytours, china	1527	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
247	352	It has title of Suzhou See Last Word Wonder What The Rest Says	1528	en	0.06650084257125854	0.033038198947906494	0.19083885848522186	0.06747458130121231	0.009260270744562149	0.599007248878479	0.016906823962926865	0.010123624466359615	0.0020112870261073112	0.0037530662957578897	0.0010852842824533582	0.599007248878479	Criteria vi	0.19083885848522186	Criteria iii	0.06747458130121231	Criteria iv	0.599007248878479	0.8573206886649132
248	353	It has tags of harryandrowenaphotos, mercurytours, china	1528	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
249	354	It has title of Suzhou Electric Two Wheeled Truck	1529	en	0.037273652851581573	0.033096153289079666	0.15251979231834412	0.03861607238650322	0.010471055284142494	0.7045972943305969	0.013835279271006584	0.003233213210478425	0.0017168427584692836	0.003990861587226391	0.0006498604197986424	0.7045972943305969	Criteria vi	0.15251979231834412	Criteria iii	0.03861607238650322	Criteria iv	0.7045972943305969	0.8957331590354443
250	355	It has tags of harryandrowenaphotos, mercurytours, china	1529	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
251	356	It has title of Suzhou Fast Food Stall	1530	en	0.05060768499970436	0.05854440852999687	0.2683495283126831	0.08369648456573486	0.01748657412827015	0.4781001806259155	0.018272368237376213	0.007732730824500322	0.005459392908960581	0.01124106626957655	0.000509638455696404	0.4781001806259155	Criteria vi	0.2683495283126831	Criteria iii	0.08369648456573486	Criteria iv	0.4781001806259155	0.8301461935043335
252	357	See Small Writing Near Bottom-NEW DUCK INTESTINE Skewers.	1530	en	0.031018974259495735	0.019160602241754532	0.0965215191245079	0.041238829493522644	0.0212755985558033	0.03603198379278183	0.30043870210647583	0.11456698924303055	0.1265401393175125	0.21300984919071198	0.00019676426018122584	0.30043870210647583	Criteria vii	0.21300984919071198	Criteria x	0.1265401393175125	Criteria ix	0.30043870210647583	0.6399886906147003
253	358	It has tags of harryandrowenaphotos, mercurytours, china	1530	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
254	359	It has tags of harryandrowenaphotos, mercurytours, china	1531	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
255	360	It has title of Suzhou Panmen Scenic Area	1537	en	0.0660158321261406	0.02084135077893734	0.10503645241260529	0.027782386168837547	0.009746873751282692	0.281446248292923	0.38983920216560364	0.031548094004392624	0.016352826729416847	0.04936354607343674	0.0020272373221814632	0.38983920216560364	Criteria vii	0.281446248292923	Criteria vi	0.10503645241260529	Criteria iii	0.38983920216560364	0.7763219028711319
256	361	Part Of City Wall	1537	en	0.11321667581796646	0.20322667062282562	0.18549205362796783	0.3596898913383484	0.038607627153396606	0.07270151376724243	0.0038726567290723324	0.004905605688691139	0.009596853516995907	0.008578716777265072	0.00011168071796419099	0.3596898913383484	Criteria iv	0.20322667062282562	Criteria ii	0.18549205362796783	Criteria iii	0.3596898913383484	0.7484086155891418
257	362	It has tags of harryandrowenaphotos, mercurytours, china	1537	en	0.06650066375732422	0.10454505681991577	0.45700812339782715	0.1684163510799408	0.02629079855978489	0.10062958300113678	0.023237744346261024	0.014144090004265308	0.018672088161110878	0.02048811875283718	6.733907503075898e-05	0.45700812339782715	Criteria iii	0.1684163510799408	Criteria iv	0.10454505681991577	Criteria ii	0.45700812339782715	0.7299695312976837
