	index	sentence	origin	lang	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
229	334	It has tags of harryandrowenaphotos, mercurytours, china	1484	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
230	335	It has tags of harryandrowenaphotos, mercurytours, china	1486	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
231	336	Master of the Nets Garden impressive front entrance.	1487	en	Criteria i	Criteria iv	Criteria ii	0.8385204672813416	0.9688645265996456	Criteria i	Criteria iv	Criteria vi	0.61413527	0.80176413	True	0.5	0.9828965190793847
232	337	It has title of Suzhou, the Garden City of China.	1487	en	Criteria vi	Criteria iii	Criteria iv	0.4604193270206451	0.8649313449859619	Criteria iii	Criteria iv	Criteria i	0.29178208	0.5792559	False	0.5	0.6238212987249685
233	338	It has tags of harryandrowenaphotos, mercurytours, china	1487	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
234	339	Master of the Nets Garden, one of the finest oriental gardens,	1488	en	Criteria i	Criteria iv	Criteria ii	0.8406573534011841	0.9736972823739052	Criteria i	Criteria vi	Criteria iii	0.62601125	0.8365967	True	0.2	0.9742497067632021
235	340	It has title of Suzhou, the Garden City of China.	1488	en	Criteria vi	Criteria iii	Criteria iv	0.4604193270206451	0.8649313449859619	Criteria iii	Criteria iv	Criteria i	0.29178208	0.5792559	False	0.5	0.6238212987249685
236	341	It has tags of harryandrowenaphotos, mercurytours, china	1488	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
237	342	Master of the Nets Garden, one of the finest oriental gardens Impressive front entrance	1517	en	Criteria i	Criteria iv	Criteria ii	0.8225674033164978	0.9634770750999452	Criteria i	Criteria iv	Criteria vi	0.66836184	0.8575897	True	0.5	0.9895828091375556
238	343	It has title of Suzhou, the Garden City of China.	1517	en	Criteria vi	Criteria iii	Criteria iv	0.4604193270206451	0.8649313449859619	Criteria iii	Criteria iv	Criteria i	0.29178208	0.5792559	False	0.5	0.6238212987249685
239	344	It has tags of harryandrowenaphotos, mercurytours, china	1517	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
240	345	Master of the Nets Garden, one of the finest oriental gardens, Impressive front entrance	1518	en	Criteria i	Criteria iv	Criteria ii	0.7841315269470215	0.95666816085577	Criteria i	Criteria iv	Criteria vi	0.67943865	0.8796656	True	0.5	0.9915757090640573
241	346	It has title of Suzhou, the Garden City of China.	1518	en	Criteria vi	Criteria iii	Criteria iv	0.4604193270206451	0.8649313449859619	Criteria iii	Criteria iv	Criteria i	0.29178208	0.5792559	False	0.5	0.6238212987249685
242	347	It has tags of harryandrowenaphotos, mercurytours, china	1518	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
243	348	Humble administrator's garden in Suzhou, China on my recent trip back home.	1526	en	Criteria vi	Criteria iii	Criteria ii	0.3644851744174957	0.7388663291931152	Criteria vi	Criteria i	Criteria iii	0.47591698	0.74517596	True	0.5	0.9027926926903991
244	349	It has title of Suzhou Eco Rickshaw	1527	en	Criteria vi	Criteria iii	Criteria iv	0.4283474385738373	0.7939029037952423	Criteria vii	Criteria vi	Criteria x	0.22287405	0.4391243	False	0.2	0.5939112344921379
245	350	Spot The Hand Brake	1527	en	Criteria vii	Criteria viii	Criteria x	0.4645709991455078	0.8686674535274506	Criteria iv	Criteria iii	Criteria vi	0.23703948	0.53817314	False	0.0	0.2911856750420389
246	351	It has tags of harryandrowenaphotos, mercurytours, china	1527	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
247	352	It has title of Suzhou See Last Word Wonder What The Rest Says	1528	en	Criteria vi	Criteria iii	Criteria iv	0.599007248878479	0.8573206886649132	Criteria iii	Criteria vi	Criteria i	0.21238458	0.46114916	False	0.5	0.6243713228330766
248	353	It has tags of harryandrowenaphotos, mercurytours, china	1528	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
249	354	It has title of Suzhou Electric Two Wheeled Truck	1529	en	Criteria vi	Criteria iii	Criteria iv	0.7045972943305969	0.8957331590354443	Criteria iv	Criteria ii	Criteria vi	0.41714278	0.8099175	False	0.5	0.2590597514154108
250	355	It has tags of harryandrowenaphotos, mercurytours, china	1529	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
251	356	It has title of Suzhou Fast Food Stall	1530	en	Criteria vi	Criteria iii	Criteria iv	0.4781001806259155	0.8301461935043335	Criteria iii	Criteria ii	Criteria iv	0.15607204	0.4565028	False	0.5	0.6196770987101626
252	357	See Small Writing Near Bottom-NEW DUCK INTESTINE Skewers.	1530	en	Criteria vii	Criteria x	Criteria ix	0.3004387021064758	0.6399886906147003	Criteria x	Criteria ix	Criteria viii	0.50418746	0.77960426	False	0.5	0.7129157688747427
253	358	It has tags of harryandrowenaphotos, mercurytours, china	1530	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
254	359	It has tags of harryandrowenaphotos, mercurytours, china	1531	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
255	360	It has title of Suzhou Panmen Scenic Area	1537	en	Criteria vii	Criteria vi	Criteria iii	0.3898392021656036	0.7763219028711319	Criteria vii	Criteria x	Criteria viii	0.8208254	0.92334706	True	0.2	0.7944073100229083
256	361	Part Of City Wall	1537	en	Criteria iv	Criteria ii	Criteria iii	0.3596898913383484	0.7484086155891418	Criteria iv	Criteria vi	Criteria ii	0.55564153	0.7889839	True	0.5	0.8759480089587305
257	362	It has tags of harryandrowenaphotos, mercurytours, china	1537	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
258	363	It has title of Suzhou Panmen Scenic Area	1538	en	Criteria vii	Criteria vi	Criteria iii	0.3898392021656036	0.7763219028711319	Criteria vii	Criteria x	Criteria viii	0.8208254	0.92334706	True	0.2	0.7944073100229083
259	364	Panmen City Gate	1538	en	Criteria iii	Criteria iv	Criteria ii	0.4052766859531402	0.7492947578430176	Criteria iv	Criteria iii	Criteria vi	0.34390643	0.7360783	False	0.5	0.8137252914649734
260	365	It has tags of harryandrowenaphotos, mercurytours, china	1538	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
261	366	It has title of Suzhou Panmen Scenic Area	1541	en	Criteria vii	Criteria vi	Criteria iii	0.3898392021656036	0.7763219028711319	Criteria vii	Criteria x	Criteria viii	0.8208254	0.92334706	True	0.2	0.7944073100229083
262	367	Wumen Bridge Originally Built 1084	1541	en	Criteria i	Criteria iv	Criteria ii	0.5190067291259766	0.8451051861047745	Criteria iv	Criteria vi	Criteria iii	0.43402493	0.69696367	False	0.2	0.589716972604886
263	368	It has tags of harryandrowenaphotos, mercurytours, china	1541	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
264	369	It has tags of harryandrowenaphotos, mercurytours, china	1549	en	Criteria iii	Criteria iv	Criteria ii	0.4570081233978271	0.7299695312976837	Criteria iii	Criteria vi	Criteria iv	0.40626135	0.800693	True	0.5	0.9319974618732607
265	371	It has title of Lou, Brian_Suzhou, China_Garden-Bridge	1564	en	Criteria vi	Criteria iii	Criteria iv	0.3759480714797973	0.7584287375211716	Criteria iv	Criteria iii	Criteria vi	0.18230964	0.5012474	False	1.0	0.8145687372401084
266	372	It has title of Suzhou shantang wharf	1577	en	Criteria vi	Criteria iii	Criteria iv	0.3867444694042206	0.7915936335921288	Criteria ii	Criteria iv	Criteria i	0.34388128	0.7899202	False	0.2	0.38138315262759587
267	373	It has tags of visitsuzhou, chinatravels, jiangsu, cityscapes, visitchina, travelphotography, travel, china, asia, history, historic, shantang, wharf, reflection, blue, hour, night, river, canal, suzhou	1577	en	Criteria iii	Criteria vi	Criteria ii	0.4508113265037536	0.8703001141548157	Criteria vi	Criteria iv	Criteria iii	0.55034715	0.7542636	False	0.5	0.7304804636820614
268	375	It has tags of china, suzhou, gardenofthehumbleadministrator	1971	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
269	377	It has tags of china, suzhou, gardenofthehumbleadministrator	1972	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
270	379	It has tags of china, suzhou, gardenofthehumbleadministrator	1973	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
271	381	It has tags of china, suzhou, gardenofthehumbleadministrator	1974	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
272	383	It has tags of china, suzhou, gardenofthehumbleadministrator	1975	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
273	385	It has tags of china, suzhou, gardenofthehumbleadministrator	1976	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
274	387	It has tags of china, suzhou, gardenofthehumbleadministrator	1977	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
275	389	It has tags of china, suzhou, gardenofthehumbleadministrator	1978	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
276	391	It has tags of china, suzhou, gardenofthehumbleadministrator	1979	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
277	393	It has tags of china, suzhou, gardenofthehumbleadministrator	1980	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
278	395	It has tags of china, suzhou, gardenofthehumbleadministrator	1981	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
279	397	It has tags of china, suzhou, gardenofthehumbleadministrator	1982	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
280	399	It has tags of china, suzhou, gardenofthehumbleadministrator	1983	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
281	401	It has tags of china, suzhou, gardenofthehumbleadministrator	1984	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
282	403	It has tags of china, suzhou, gardenofthehumbleadministrator	1985	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529797
283	405	It has tags of china, suzhou, gardenofthehumbleadministrator	1986	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529797
284	407	It has tags of china, suzhou, gardenofthehumbleadministrator	1987	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
285	409	It has tags of china, suzhou, gardenofthehumbleadministrator	1988	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
286	411	It has tags of china, suzhou, gardenofthehumbleadministrator	1989	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
287	413	It has tags of china, suzhou, gardenofthehumbleadministrator	1990	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
288	415	It has tags of china, suzhou, gardenofthehumbleadministrator	1991	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
289	417	It has tags of china, suzhou, gardenofthehumbleadministrator	1992	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
290	419	It has tags of china, suzhou, gardenofthehumbleadministrator	1993	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
291	421	It has tags of china, suzhou, gardenofthehumbleadministrator	1994	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
292	423	It has tags of china, suzhou, gardenofthehumbleadministrator	1995	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
293	425	It has tags of china, suzhou, gardenofthehumbleadministrator	1996	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
294	427	It has tags of china, suzhou, gardenofthehumbleadministrator	1997	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
295	429	It has tags of china, suzhou, gardenofthehumbleadministrator	1998	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
296	431	It has tags of china, suzhou, gardenofthehumbleadministrator	1999	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
297	433	It has tags of china, suzhou, gardenofthehumbleadministrator	2000	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
298	435	It has tags of china, suzhou, gardenofthehumbleadministrator	2001	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
299	437	It has tags of china, suzhou, gardenofthehumbleadministrator	2002	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
300	439	It has tags of china, suzhou, gardenofthehumbleadministrator	2003	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
301	441	It has tags of china, suzhou, gardenofthehumbleadministrator	2004	en	Criteria iii	Criteria vi	Criteria ii	0.4557864367961883	0.8409720063209534	Criteria ii	Criteria iv	Criteria i	0.22678822	0.6550606	False	0.2	0.6606160310529798
302	442	Seguimi su:      Follow on:	2099	en	Criteria iii	Criteria vi	Criteria i	0.24559086561203	0.6677407622337341	Criteria iv	Criteria vi	Criteria iii	0.35164508	0.6965382	False	0.5	0.7704209900244924
303	443	It has tags of china, family, pedro, people, places	2118	en	Criteria iii	Criteria vi	Criteria iv	0.5032433271408081	0.866573765873909	Criteria ii	Criteria iii	Criteria iv	0.2789203	0.73437285	False	0.5	0.814453698291921
304	446	It has tags of capturedbylight, suzhoushi, jiangsusheng, china, cn	2228	en	Criteria iii	Criteria vi	Criteria iv	0.4544893801212311	0.7446934580802917	Criteria iii	Criteria i	Criteria vi	0.24766794	0.66261005	True	0.5	0.8369173286859611
305	447	The garden painter	2331	en	Criteria iii	Criteria iv	Criteria ii	0.2646442651748657	0.6769756227731705	Criteria i	Criteria ii	Criteria iii	0.4545446	0.8514869	False	0.5	0.5945040986666223
306	448	It has title of The garden painter.	2331	en	Criteria iii	Criteria iv	Criteria vi	0.3025543987751007	0.6795265972614288	Criteria iii	Criteria i	Criteria iv	0.8498073	0.9096604	True	0.5	0.738009571154418
307	449	It has tags of blackandwhite, china, painter, silhouette, street, suzhouchinasuzhoushijiangsushengcn	2331	en	Criteria iii	Criteria vi	Criteria iv	0.5388475060462952	0.8083559274673462	Criteria ii	Criteria iii	Criteria i	0.21518576	0.6199743	False	0.2	0.7426229400727221
308	450	Silk workers in a factory in Suzhou, China (near Shanghai)	2439	en	Criteria iii	Criteria ii	Criteria vi	0.4257760941982269	0.8259601145982742	Criteria vi	Criteria iii	Criteria iv	0.54048556	0.8275994	False	0.5	0.5504547589279801
309	451	Silk worms occasionally go two to a cocoon rather than singly and then it isn't possible to turn it into thread	2439	en	Criteria iii	Criteria ii	Criteria vi	0.3107485175132751	0.8386038690805435	Criteria vii	Criteria x	Criteria ix	0.4495058	0.8500135	False	0.0	0.06313588340736756
310	452	So instead they turn it into large sheets of silk fibers that use to stuff pillows and comforters	2439	en	Criteria i	Criteria iii	Criteria iv	0.296300858259201	0.737635925412178	Criteria iii	Criteria vi	Criteria iv	0.30262235	0.7378274	False	0.5	0.7538985230052366
311	453	It has tags of cocoabiscuit, iphone, china, shanghai, suzhou, silk, factory, workers	2439	en	Criteria iii	Criteria ii	Criteria vi	0.6456461548805237	0.8632633090019226	Criteria vi	Criteria iv	Criteria iii	0.2706622	0.712396	False	0.5	0.660968956160914
312	454	A silk factory in Suzhou, China (about an hour outside of Shanghai)	2440	en	Criteria iii	Criteria ii	Criteria iv	0.3671500384807586	0.8264069557189941	Criteria ii	Criteria iv	Criteria i	0.63612145	0.84910667	False	0.5	0.6625877354215992
313	455	They boil the cocoons to extract the dead worm inside and then unwind the very thin threads of silk onto the reels overhead	2440	en	Criteria iii	Criteria vi	Criteria ii	0.3163077533245086	0.7605255097150803	Criteria vi	Criteria iii	Criteria v	0.2992682	0.614761	False	0.5	0.8858691040790652
314	456	Those threads then get combined with others.each worm eats 50 mulberry leaves and it takes 110 cocoons to make enough silk for a tie that's a lot of mulberry leaves	2440	en	Criteria vi	Criteria i	Criteria ii	0.1874959915876388	0.486456349492073	Criteria x	Criteria vii	Criteria ix	0.19841646	0.48528734	False	0.0	0.7388370471512036
315	457	It has title of Silk Factory	2440	en	Criteria iii	Criteria vi	Criteria iv	0.385549932718277	0.7702316641807556	Criteria iii	Criteria iv	Criteria ii	0.5840662	0.7300403	True	0.5	0.8773053094140584
316	458	It has tags of cocoabiscuit, iphone, china, shanghai, silk, factory	2440	en	Criteria iii	Criteria ii	Criteria iv	0.5277535915374756	0.8567363247275352	Criteria ii	Criteria iv	Criteria vi	0.301538	0.7318687	False	0.5	0.7279956916107517
317	459	It has title of Buddhist candles, Lingyin Temple - Hanzhou, China	2441	en	Criteria vi	Criteria iii	Criteria iv	0.7380931377410889	0.9408682771027088	Criteria i	Criteria vi	Criteria ii	0.49909315	0.8337133	False	0.2	0.38609654033446933
318	460	It has tags of china, buddhism, candles, temple, fire, hanzhou	2441	en	Criteria vi	Criteria iii	Criteria ii	0.4887124896049499	0.9057198613882064	Criteria iii	Criteria vi	Criteria ii	0.3912675	0.7883728	False	1.0	0.8779923989750129
319	461	It has title of Fish pond, Hashan Temple - Suzhou, China	2442	en	Criteria x	Criteria iii	Criteria vii	0.2250871956348419	0.5334486365318298	Criteria iii	Criteria vi	Criteria i	0.33162296	0.75978935	False	0.2	0.685964979510746
320	462	It has tags of china, fish, temple, suzhou, hanshan	2442	en	Criteria iii	Criteria vi	Criteria ii	0.4804388880729675	0.8083415627479553	Criteria vi	Criteria iii	Criteria ii	0.32781842	0.79479563	False	1.0	0.9129298725963613
321	463	It has title of Lotus, Hanshan Temple, Suzhou, China	2443	en	Criteria vi	Criteria iii	Criteria iv	0.4825658500194549	0.8547021076083183	Criteria i	Criteria vi	Criteria iii	0.46248242	0.76226854	False	0.5	0.5259557852378086
322	464	It has tags of china, lotus, flower, temple, hanshan, suzhou	2443	en	Criteria iii	Criteria vi	Criteria ii	0.4096871316432953	0.8540028408169746	Criteria vi	Criteria ii	Criteria i	0.33972746	0.70041525	False	0.5	0.8240087856086081
323	465	It has tags of china, gate, pagoda, tower, suzhou, panmen, wall	2444	en	Criteria iii	Criteria ii	Criteria iv	0.520638108253479	0.8401730209589005	Criteria ii	Criteria iv	Criteria iii	0.22102009	0.6460022	False	1.0	0.7956285138649511
324	466	It has title of Lantern, Shantang Street - Suzhou, China	2446	en	Criteria vi	Criteria iii	Criteria i	0.3731362223625183	0.7131873667240143	Criteria i	Criteria vi	Criteria ii	0.44270536	0.8087448	False	0.5	0.7099100239557216
325	467	It has tags of china, lantern, suzhou, street	2446	en	Criteria iii	Criteria vi	Criteria ii	0.3615919053554535	0.8171601742506027	Criteria vi	Criteria ii	Criteria i	0.29476655	0.6925043	False	0.5	0.8297291065912866
326	468	It has title of Lion Grove Garden - Suzhou, China	2448	en	Criteria vi	Criteria iii	Criteria i	0.3842800259590149	0.707873173058033	Criteria i	Criteria iii	Criteria vii	0.25734898	0.5870297	False	0.5	0.6302401542085811
327	469	It has tags of china, garden, window, suzhou	2448	en	Criteria iii	Criteria vi	Criteria iv	0.5147215723991394	0.8296630680561066	Criteria ii	Criteria iv	Criteria i	0.5659361	0.82642305	False	0.2	0.40316681650352254
328	470	It has tags of waterreflection, reflection	2739	en	Criteria iii	Criteria iv	Criteria ii	0.45013028383255	0.7335125431418419	Criteria i	Criteria iv	Criteria ii	0.70745367	0.84053916	False	0.5	0.3016357086458339
329	471	In the lingering garden in Suzhou, China	2740	en	Criteria ii	Criteria vi	Criteria iii	0.3657043874263763	0.7729134261608124	Criteria i	Criteria iii	Criteria iv	0.40772048	0.6924608	False	0.2	0.6176839398577696
330	472	It has tags of hasselblad, china, suzhou, jiangsu, mediumformat, monochrome, blackandwhite, water, bridge, ilfordhp, pushedfilm, ilford, hp, kodakhc, hc, sonnar, zeiss, carlzeiss, f, reflection, shadow, film, analog, asia, telephoto, mittelformat, square, lingeringgarden, filmdev, film, film, film, developer, developer	2740	en	Criteria iii	Criteria ii	Criteria vi	0.5679424405097961	0.8105958625674248	Criteria i	Criteria ii	Criteria iv	0.5130132	0.825874	False	0.2	0.217759006858219
331	473	Not many outside of Mainland China are actually aware that there is a Chinese version of the Leaning Tower of Pisa, Italy	2818	en	Criteria vi	Criteria i	Criteria iv	0.3761651813983917	0.6504183560609818	Criteria vi	Criteria i	Criteria ii	0.36387426	0.81184894	True	0.5	0.9182050753363383
332	474	The Tiger Hill Pagoda in Suzhou, which has stood over a millennium has over the centuries slanted by 3 degrees	2818	en	Criteria iii	Criteria iv	Criteria vi	0.3387473225593567	0.6449975967407227	Criteria i	Criteria vi	Criteria iv	0.5158037	0.8410582	False	0.5	0.5089828016786637
333	475	It is often nicknamed the .Leaning Tower of China..	2818	en	Criteria iii	Criteria iv	Criteria i	0.2606137692928314	0.7225662171840668	Criteria iv	Criteria vi	Criteria i	0.38043284	0.8775083	False	0.5	0.7947067068953741
334	476	It has title of Standing the test of time	2818	en	Criteria vi	Criteria iii	Criteria viii	0.3820105195045471	0.6412406861782074	Criteria i	Criteria iv	Criteria vi	0.5991099	0.7801842	False	0.2	0.4087186772779756
335	477	It has tags of jiangsu, december, building, asia, east, leaning, photography, china, city, venice, hill, province, landscape, suzhou, asian, chinese, peoples, tiger, river, tower, house, shanghai, architecture, republic, prc, pagoda, peoplesrepublicofchina	2818	en	Criteria iii	Criteria ii	Criteria iv	0.4817197024822235	0.8373584300279617	Criteria ii	Criteria iv	Criteria vi	0.46690726	0.81114626	False	0.5	0.5892412863629002
336	478	The Humble Administrator's Garden in Suzhou is one of four Chinese gardens in Suzhou that have attained UNESCO World Heritage Site status, and the most famous and visited among them	2819	en	Criteria vi	Criteria iii	Criteria i	0.5579586625099182	0.8251823335886002	Criteria i	Criteria vi	Criteria iv	0.3603392	0.7488748	False	0.5	0.7267921352084574
337	479	Its beautiful gardens and huge size makes it a good place to walk an afternoon stroll.	2819	en	Criteria vii	Criteria iii	Criteria viii	0.7724574208259583	0.8643644452095032	Criteria vii	Criteria x	Criteria ix	0.8090139	0.8915655	True	0.2	0.9967117169591676
338	480	It has title of Pavilion by the lake	2819	en	Criteria i	Criteria vii	Criteria vi	0.3425860106945038	0.6110910102725029	Criteria vii	Criteria iv	Criteria i	0.3255406	0.6024125	False	0.5	0.7213794672624054
339	481	It has tags of december, asia, reflection, city, administrators, garden, humble, chinese, peoples, suzhou, water, photography, asian, republic, prc, china, jiangsu, peoplesrepublicofchina	2819	en	Criteria iii	Criteria vi	Criteria ii	0.5162771940231323	0.8560031950473785	Criteria vi	Criteria iii	Criteria ii	0.5903458	0.8340293	False	1.0	0.5874358821426114
340	482	It has tags of china, classicalgardens, garden, jiangsu, liongrove, sh, suzhou, unescoworldheritage, peoplesrepublicofchina	2857	en	Criteria iii	Criteria vi	Criteria ii	0.50572669506073	0.8781182169914246	Criteria i	Criteria vi	Criteria ii	0.52476686	0.78463465	False	0.5	0.2496101919833223
