UserId ;Lat;Long;PhotoId;ID ;Name;Nationality;Num;PhotoID;Title;Description;User tags;Time taken;Time posted
38368398  N06;34,437046;35,834902;4273221395;38368398  N06;costyquelchecosty;T;T81;4273221395;Rests of the war;Tripoli, Lebanon;;12/01/2010 12:01;14/01/2010 10:29
38368398  N06;34,434844;35,84362;4273227339;38368398  N06;costyquelchecosty;T;T81;4273227339;L'Herbolaire;Tripoli, Lebanon;;12/01/2010 12:16;14/01/2010 10:35
38368398  N06;34,433826;35,842595;4273967906;38368398  N06;costyquelchecosty;T;T81;4273967906;Tripoli's heros;Tripoli, Lebanon;;12/01/2010 12:06;14/01/2010 10:31
38368398  N06;34,43768;35,841533;4273973696;38368398  N06;costyquelchecosty;T;T81;4273973696;le 2 giappe;Tripoli, Lebanon;;12/01/2010 12:20;14/01/2010 10:36
38368398  N06;34,437585;35,843592;4273976688;38368398  N06;costyquelchecosty;T;T81;4273976688;Hungry?;Tripoli, Lebanon;;12/01/2010 12:21;14/01/2010 10:39
30157598  N05;34,461139;35,807236;4274290723;30157598  N05;danalysis;L;L31;4274290723;Niemeyer in Lebanon;Abandoned fairgrounds.;;23/01/2010 06:52;27/01/2010 17:09
41421773  N07;34,437488;35,826178;4308866529;41421773  N07;mgkaelen;T;T82;4308866529;Tripoli, Lebanon;great mosque;lebanon,tripoli;23/01/2010 15:10;27/01/2010 18:09
34666702  N00;34,439701;35,859298;4308990127;34666702  N00;mgkaelen;T;T82;4308990127;Tripoli, Lebanon;great mosque;lebanon,tripoli;23/01/2010 15:16;27/01/2010 18:16
34666702  N00;34,260455;35,503343;4309002299;34666702  N00;mgkaelen;T;T82;4309002299;Tripoli, Lebanon;;;23/01/2010 15:31;27/01/2010 18:26
34666702  N00;34,433757;35,843645;4309023651;34666702  N00;danalysis;L;L31;4309023651;Niemeyer in Lebanon;;;23/01/2010 06:44;27/01/2010 16:57
41421773  N07;34,43911;35,824619;4309579390;41421773  N07;mgkaelen;T;T82;4309579390;Tripoli, Lebanon;our pious alter-egos: malaysian au-pair and pistachio druid;lebanon,tripoli,mosque,kaelen,dana;23/01/2010 15:18;27/01/2010 18:22
34666702  N00;34,439701;35,859298;4309751462;34666702  N00;katherine.neumann;T;T83;4309751462;Nahr el Bared Camp;;Palestinian camp,palestinians,Lebanon,Tripoli,NBC,Nahr el bared;29/04/2009 12:23;31/01/2010 02:44
21989905  N03;34,454483;35,854225;4317833498;21989905  N03;mgkaelen;T;T82;4317833498;Tripoli, Lebanon;through the streets of tripoli;Tripoli,Lebanon;23/01/2010 15:39;01/02/2010 16:13
34666702  N00;34,454483;35,854225;4321985887;34666702  N00;mgkaelen;T;T82;4321985887;Tripoli, Lebanon;through the streets of tripoli;Tripoli,Lebanon;23/01/2010 15:30;01/02/2010 16:10
34666702  N00;34,437069;35,840903;4322712434;34666702  N00;mgkaelen;T;T82;4322712434;Tripoli, Lebanon;cemetary;Tripoli,Lebanon;23/01/2010 15:36;01/02/2010 16:12
34666702  N00;34,434243;35,844822;4322715486;34666702  N00;mgkaelen;T;T82;4322715486;;;;;
37777883  N04;34,450095;35,842638;4325844234;37777883  N04;koutalakis;T;T83;4325844234;Citadel of Raymond de Saint-Gilles, Tripoli 2;;;03/11/2009 12:34;02/02/2010 17:49
47245116  N05;34,433419;35,820718;4334164703;47245116  N05;joshhersh;L;L32;4334164703;Tripoli from the South;A view of Tripoli, Lebanon, while approaching it from the south.;Tripoli,Beirut,Trabloss,Lebanon,highway,coast;06/05/2009 03:57;06/02/2010 14:38
43904604  N06;34,433144;35,844751;4387792483;43904604  N06;Jobopa;T;T84;4387792483;Neighborhood in East Tripoli;"Buildings in neighborhood of East Tripoli during twilight in Lebanon, Middle East. 

Available for licensing on Getty Images

Jordi Boixareu © All rights reserved";Tripoli,Lebanon,neighborhood,sunset,buildings,Trabulus,Abu Ali river,Eastern part,Nikon FM2,Jordi Boixareu,photo,photography,foto,fotografia,image,imagen,imatge,picture,pic,getty images,Architecture,Transportation,Horizontal,Outdoors,Residential District,Lebanon - Country,Car,Crowded,Cloud,Day,Shadow,Sunlight,Color Image,No People,Building Exterior,Tranquility.,building,edifice,film,analog,analogue,tarabulus;25/02/2010 23:32;25/02/2010 22:48
38368398  N06;34,444999;35,85268;4424881008;38368398  N06;costyquelchecosty;T;T81;4424881008;Taxi?;Tripoli, Lebanon;;06/03/2010 13:35;11/03/2010 13:17
38368398  N06;34,44807;35,815375;4424881020;38368398  N06;costyquelchecosty;T;T81;4424881020;Street view;Tripoli, Lebanon;;07/03/2010 11:08;11/03/2010 13:17
38368398  N06;34,432932;35,844894;4424881024;38368398  N06;costyquelchecosty;T;T81;4424881024;The Strange Market (from above);Tripoli, Lebanon;;07/03/2010 11:46;11/03/2010 13:17
38368398  N06;34,43646;35,838888;4426731243;38368398  N06;costyquelchecosty;T;T81;4426731243;siesta;Tripoli, Lebanon;;07/03/2010 12:13;12/03/2010 16:18
38368398  N06;34,435864;35,846248;4426740519;38368398  N06;costyquelchecosty;T;T81;4426740519;Friday's prayer;Tripoli, Lebanon;;07/03/2010 12:23;12/03/2010 16:23
38368398  N06;34,433814;35,845529;4427459668;38368398  N06;costyquelchecosty;T;T81;4427459668;need a sofa?;Tripoli, Lebanon;;07/03/2010 12:01;12/03/2010 16:01
45157665  N08;34,447634;35,810625;4435368200;45157665  N08;la_keine;T;T85;4435368200;Neverending friendship;Tripoli, Lebanon;;06/03/2010 15:00;15/03/2010 12:59
48461626  N08;34,439701;35,859298;4438136604;48461626  N08;Pepette89;T;T86;4438136604;near Raymond de Tripoli castle;Before the digital- Lebanon;Tripoli,Lebanon,grave,Liban,tombe;01/09/2001 00:00;16/03/2010 12:00
44996886  N06;34,439701;35,859298;4438436527;44996886  N06;International Foundation for Electoral Systems;T;T87;4438436527;Even the houses are voting, aren't they?;"Lebanese show their support for vairous candidiates in 2009, Tripoli, Lebanon. 

Photo by Dragos Dinu

This photo was the winner in the IFES Choice category.";;16/03/2010 16:43;16/03/2010 20:43
39172158  N00;34,439701;35,859298;4445185827;39172158  N00;Qiche;T;T88;4445185827;Souk Portrait;Tripoli, Lebanon;lebanon,tripoli,lebanese,people,person,man,souk,souq,portrait,middle east,old;01/01/2009 00:00;19/03/2010 16:39
39172158  N00;34,437307;35,833863;4445959314;39172158  N00;Qiche;T;T88;4445959314;Baklava!;"Pastry shop in Tripoli, Lebanon:

Rafaat Hallab &amp; Sons
";"lebanon,tripoli,lebanese,people,person,baklava,pastry,shop,store,sweets,food,hallab &amp; Sons,hallab 1881,middle east,cook,chefs,baking";01/01/2009 00:00;19/03/2010 16:39
48647580  N04;34,439701;35,859298;4460356883;48647580  N04;HiamK;L;L33;4460356883;Mosque window;"taken from Nokia E51 mobile, wish i had my camera with me..
from a mosque in Tripoli - Lebanon

من مسجد في طرابلس, عجبني الشباك و الضوء و الألوان
";window,CITRIT,mosque,light,stars;06/03/2010 14:39;24/03/2010 22:20
48724395  N05;34,440899;35,828685;4466824916;48724395  N05;Faisal Merheb;L;L34;4466824916;Tripoli (Lebanon) 2;;;22/03/2010 12:29;27/03/2010 09:25
48724395  N05;34,436174;35,819679;4466828380;48724395  N05;Faisal Merheb;L;L34;4466828380;Tripoli (Lebanon);;;22/03/2010 16:27;27/03/2010 09:29
25134426  N05;34,434234;35,842928;4507092593;25134426  N05;pycsil;T;T89;4507092593;Let us be [...] gentlemen of the shade, minions of the moon';"Tripoli, Lebanon, 31 August 2009

(William Shakespeare, Henri IV, Part I, I.ii.28)

www.sylgiraud.eu/blog/
";Lebanon,Tripoli,mosque,moon,William Shakespeare;31/08/2009 16:42;10/04/2010 11:37
30157598  N05;34,439701;35,859298;4530807767;30157598  N05;belmdesigner91;L;L31;4530807767;Tripoli, Lebanon;Azmi Street, Tripoli, Lebanon;;03/09/2007 16:51;18/04/2010 15:02
25578997  N02;34,434495;35,842454;4535608179;25578997  N02;rodarpelmon.com;T;T90;4535608179;TRIPOLI;www.rodarpelmon.com;Lebanon,Liban,Libano,Beirut;31/03/2010 10:54;19/04/2010 21:55
25578997  N02;34,447122;35,846672;4535610745;25578997  N02;rodarpelmon.com;T;T90;4535610745;TRIPOLI;www.rodarpelmon.com;Lebanon,Liban,Libano,Beirut;31/03/2010 11:22;19/04/2010 21:56
25578997  N02;34,447122;35,846672;4536243862;25578997  N02;rodarpelmon.com;T;T90;4536243862;TRIPOLI;www.rodarpelmon.com;Lebanon,Liban,Libano,Beirut;31/03/2010 10:22;19/04/2010 21:55
47245116  N05;34,447122;35,846672;4537480045;47245116  N05;joshhersh;L;L35;4537480045;Rugby in Tripoli;A night rugby match in Tripoli, Lebanon.;rugby,tripoli,lebanon.;24/10/2009 06:00;20/04/2010 14:11
45499313  N03;34,439636;35,811761;4560470437;45499313  N03;sleiman b;L;L36;4560470437;DSC_2148;;;05/04/2010 18:04;28/04/2010 17:11
26678053  N00;34,436538;35,839247;4605181399;26678053  N00;mikemuch1;T;T91;4605181399;Downtown Tripoli;;shoeshines;26/04/2010 18:33;14/05/2010 03:55
26678053  N00;34,45788;35,844268;4605182699;26678053  N00;mikemuch1;T;T91;4605182699;Downtown Tripoli;;Lebanon,Tripoli;26/04/2010 18:55;14/05/2010 03:58
26678053  N00;34,45788;35,844268;4605186321;26678053  N00;mikemuch1;T;T91;4605186321;Madrassa, Tripoli, Lebanon;;Lebanon,Tripoli;26/04/2010 18:55;14/05/2010 03:58
26678053  N00;34,45788;35,844268;4605187669;26678053  N00;mikemuch1;T;T91;4605187669;Gold Souk, Tripoli, Lebanon;;Lebanon,Tripoli;26/04/2010 18:55;14/05/2010 03:58
26678053  N00;34,45788;35,844268;4605190677;26678053  N00;mikemuch1;T;T91;4605190677;Mosque, Tripoli, Lebanon;;Lebanon,Tripoli,Mosque;26/04/2010 19:05;14/05/2010 04:00
26678053  N00;34,45788;35,844268;4605193055;26678053  N00;mikemuch1;T;T91;4605193055;Tripoli, Lebanon;;Lebanon,Tripoli;26/04/2010 19:12;14/05/2010 04:02
26678053  N00;34,45788;35,844268;4605196913;26678053  N00;mikemuch1;T;T91;4605196913;Souk;;Lebanon,Tripoli;26/04/2010 19:19;14/05/2010 04:04
26678053  N00;34,45788;35,844268;4605198321;26678053  N00;mikemuch1;T;T91;4605198321;Souk;;Lebanon,Tripoli;26/04/2010 19:24;14/05/2010 04:05
26678053  N00;34,45788;35,844268;4605199545;26678053  N00;mikemuch1;T;T91;4605199545;Souk;;Lebanon,Tripoli;26/04/2010 19:26;14/05/2010 04:05
26678053  N00;34,45788;35,844268;4605201545;26678053  N00;mikemuch1;T;T91;4605201545;Souk;;Lebanon,Tripoli;26/04/2010 19:31;14/05/2010 04:06
26678053  N00;34,45788;35,844268;4605203313;26678053  N00;mikemuch1;T;T91;4605203313;Boys, Friends;;Lebanon,Tripoli,boys;26/04/2010 19:52;14/05/2010 04:07
26678053  N00;34,45788;35,844268;4605205053;26678053  N00;mikemuch1;T;T91;4605205053;Appetizers;;Lebanon,Tripoli;26/04/2010 20:17;14/05/2010 04:08
26678053  N00;34,45788;35,844268;4605205947;26678053  N00;mikemuch1;T;T91;4605205947;Mosque;;Lebanon,Tripoli;26/04/2010 21:08;14/05/2010 04:09
26678053  N00;34,45788;35,844268;4605206675;26678053  N00;mikemuch1;T;T91;4605206675;Car Repair Friend;This kid was so friendly, came up to me and actually kissed me!;Lebanon,Tripoli;26/04/2010 21:14;14/05/2010 04:09
26678053  N00;34,260457;35,503904;4605211127;26678053  N00;mikemuch1;T;T91;4605211127;Hammam al Jadid Ceiling;;Lebanon,Tripoli,Jimmy;26/04/2010 21:27;14/05/2010 04:11
26678053  N00;34,45788;35,844268;4605216739;26678053  N00;mikemuch1;T;T91;4605216739;Tripoli, Lebanon;;Lebanon,Tripoli,passageway;26/04/2010 21:39;14/05/2010 04:15
26678053  N00;34,45788;35,844268;4605219117;26678053  N00;mikemuch1;T;T91;4605219117;Stairway, Tripoli, Lebanon;;Lebanon,Tripoli;26/04/2010 21:43;14/05/2010 04:16
26678053  N00;34,45788;35,844268;4605220095;26678053  N00;mikemuch1;T;T91;4605220095;Castle;;Lebanon,Tripoli,Castle;26/04/2010 21:45;14/05/2010 04:17
26678053  N00;34,45788;35,844268;4605226273;26678053  N00;mikemuch1;T;T91;4605226273;Medieval Crusader Castle;;Lebanon,Tripoli,Medieval,Crusader,Castle;26/04/2010 21:52;14/05/2010 04:20
26678053  N00;34,45788;35,844268;4605237923;26678053  N00;mikemuch1;T;T91;4605237923;Medieval Crusader Castle;;Lebanon,Tripoli,Medieval,Crusader,Castle;26/04/2010 22:08;14/05/2010 04:28
26678053  N00;34,45788;35,844268;4605248575;26678053  N00;mikemuch1;T;T91;4605248575;Tripoli, Lebanon;;Lebanon,Tripoli,souk;26/04/2010 22:41;14/05/2010 04:35
26678053  N00;34,45788;35,844268;4605251057;26678053  N00;mikemuch1;T;T91;4605251057;Tripoli, Lebanon;;Lebanon,Tripoli,war,damage;26/04/2010 22:48;14/05/2010 04:36
26678053  N00;34,45788;35,844268;4605798680;26678053  N00;mikemuch1;T;T91;4605798680;Downtown Tripoli;;Lebanon,Tripoli;26/04/2010 18:45;14/05/2010 03:56
26678053  N00;34,260756;35,503788;4605803458;26678053  N00;mikemuch1;T;T91;4605803458;Gold Souk, Tripoli, Lebanon;;Lebanon,Tripoli;26/04/2010 18:58;14/05/2010 03:59
26678053  N00;34,45788;35,844268;4605804424;26678053  N00;mikemuch1;T;T91;4605804424;Souk, Tripoli, Lebanon;;Lebanon Tripoli,souk;26/04/2010 19:02;14/05/2010 04:00
26678053  N00;34,45788;35,844268;4605817046;26678053  N00;mikemuch1;T;T91;4605817046;Making Delicious Cheese;;Lebanon,Tripoli;26/04/2010 19:32;14/05/2010 04:07
26678053  N00;34,45788;35,844268;4605818878;26678053  N00;mikemuch1;T;T91;4605818878;Boys, Friends;;Lebanon,Tripoli,boys;26/04/2010 19:55;14/05/2010 04:08
26678053  N00;34,45788;35,844268;4605822642;26678053  N00;mikemuch1;T;T91;4605822642;Men Hanging out;;Lebanon,Tripoli;26/04/2010 21:18;14/05/2010 04:10
26678053  N00;34,45788;35,844268;4605823710;26678053  N00;mikemuch1;T;T91;4605823710;Hammam al Jadid Ceiling;;Lebanon,Tripoli;26/04/2010 21:23;14/05/2010 04:10
26678053  N00;34,45788;35,844268;4605824334;26678053  N00;mikemuch1;T;T91;4605824334;Hammam al Jadid Ceiling;;Lebanon,Tripoli;26/04/2010 21:25;14/05/2010 04:11
26678053  N00;34,255987;35,503705;4605827260;26678053  N00;mikemuch1;T;T91;4605827260;Hammam al Jadid;;Lebanon,Tripoli;26/04/2010 21:28;14/05/2010 04:12
26678053  N00;34,45788;35,844268;4605829498;26678053  N00;mikemuch1;T;T91;4605829498;Hammam al Jadid;;Lebanon,Tripoli;26/04/2010 21:31;14/05/2010 04:14
26678053  N00;34,45788;35,844268;4605830716;26678053  N00;mikemuch1;T;T91;4605830716;Hammam al Jadid;Note the stone chain over the entrance;Lebanon,Tripoli;26/04/2010 21:37;14/05/2010 04:14
26678053  N00;34,45788;35,844268;4605832272;26678053  N00;mikemuch1;T;T91;4605832272;Tripoli, Lebanon;;Lebanon,Tripoli,passageway;26/04/2010 21:39;14/05/2010 04:15
26678053  N00;34,45788;35,844268;4605833086;26678053  N00;mikemuch1;T;T91;4605833086;Tripoli, Lebanon;;Lebanon,Tripoli,Jimmy;26/04/2010 21:40;14/05/2010 04:16
26678053  N00;34,45788;35,844268;4605836344;26678053  N00;mikemuch1;T;T91;4605836344;Castle;;Lebanon,Tripoli,Castle;26/04/2010 21:48;14/05/2010 04:18
26678053  N00;34,45788;35,844268;4605844094;26678053  N00;mikemuch1;T;T91;4605844094;Medieval Crusader Castle;;Lebanon,Tripoli,Medieval,Crusader,Castle;26/04/2010 21:57;14/05/2010 04:22
26678053  N00;34,45788;35,844268;4605849714;26678053  N00;mikemuch1;T;T91;4605849714;Medieval Crusader Castle;;Lebanon,Tripoli,Medieval,Crusader,Castle;26/04/2010 22:05;14/05/2010 04:26
26678053  N00;34,45788;35,844268;4605856530;26678053  N00;mikemuch1;T;T91;4605856530;Medieval Crusader Castle;;Lebanon,Tripoli,Medieval,Crusader,Castle;26/04/2010 22:16;14/05/2010 04:30
26678053  N00;34,45788;35,844268;4605857416;26678053  N00;mikemuch1;T;T91;4605857416;Medieval Crusader Castle;;Lebanon,Tripoli,Medieval,Crusader,Castle;26/04/2010 22:17;14/05/2010 04:31
26678053  N00;34,45788;35,844268;4605861486;26678053  N00;mikemuch1;T;T91;4605861486;Tripoli, Lebanon;;Lebanon,Tripoli;26/04/2010 22:36;14/05/2010 04:34
26678053  N00;34,45788;35,844268;4605862444;26678053  N00;mikemuch1;T;T91;4605862444;Tripoli, Lebanon;;Lebanon,Tripoli;26/04/2010 22:37;14/05/2010 04:34
26678053  N00;34,434292;35,842998;4605864136;26678053  N00;mikemuch1;T;T91;4605864136;Tripoli, Lebanon;;Lebanon,Tripoli,madrassa;26/04/2010 22:42;14/05/2010 04:35
26678053  N00;34,45788;35,844268;4605866420;26678053  N00;mikemuch1;T;T91;4605866420;Tripoli, Lebanon;;Lebanon,Tripoli;26/04/2010 22:51;14/05/2010 04:37
28454462  N07;34,45788;35,844268;4621691227;28454462  N07;Alessandra Kocman;T;T92;4621691227;Inside the Krak des Chevaliers;"Krak des Chevaliers is a Crusader fortress in Syria and one of the most important preserved medieval military castles in the world. In Arabic, the fortress is called Qal'at al-Ḥiṣn (Arabic: قلعة الحصن‎). It is located approximately 40 km west of the city of Homs, close to the border of Lebanon, and is administratively part of the Homs Governorate.

The castle was made a World Heritage Site, along with Qal’at Salah El-Din, in 2006, and is owned by the Syrian government. The fortress is one of the few sites where Crusader art (in the form of frescoes) has been preserved.

The castle is located east of Tripoli, Lebanon, in the Homs Gap, atop a 650-metre-high hill along the only route from Antioch to Beirut and the Mediterranean Sea. It is one of many fortresses that were part of a defensive network along the border of the old Crusader states. The fortress controlled the road to the Mediterranean, and from this base, the Hospitallers could exert some influence over Lake Homs to the east to control the fishing industry and watch for Muslim armies gathering in Syria.

The original fortress at this location had been built in 1031 for the emir of Aleppo.";Krak des Chevaliers,Homs,Syria,Siria,Middle East,Crusader,medieval,military,castles,Qal'at al-Ḥiṣn,World Heritage,Unesco,fortress,Hospitallers;04/05/2010 13:58;19/05/2010 18:20
28454462  N07;34,874688;36,236;4622301424;28454462  N07;Alessandra Kocman;T;T92;4622301424;Inside the Krak des Chevaliers;"Krak des Chevaliers is a Crusader fortress in Syria and one of the most important preserved medieval military castles in the world. In Arabic, the fortress is called Qal'at al-Ḥiṣn (Arabic: قلعة الحصن‎). It is located approximately 40 km west of the city of Homs, close to the border of Lebanon, and is administratively part of the Homs Governorate.

The castle was made a World Heritage Site, along with Qal’at Salah El-Din, in 2006, and is owned by the Syrian government. The fortress is one of the few sites where Crusader art (in the form of frescoes) has been preserved.

The castle is located east of Tripoli, Lebanon, in the Homs Gap, atop a 650-metre-high hill along the only route from Antioch to Beirut and the Mediterranean Sea. It is one of many fortresses that were part of a defensive network along the border of the old Crusader states. The fortress controlled the road to the Mediterranean, and from this base, the Hospitallers could exert some influence over Lake Homs to the east to control the fishing industry and watch for Muslim armies gathering in Syria.

The original fortress at this location had been built in 1031 for the emir of Aleppo.";Krak des Chevaliers,Homs,Syria,Siria,Middle East,Crusader,medieval,military,castles,Qal'at al-Ḥiṣn,World Heritage,Unesco,fortress,Hospitallers;04/05/2010 15:00;19/05/2010 18:21
47954533  N02;34,874688;36,236;4656014967;47954533  N02;zirano;T;T93;4656014967;selection day in Tripoli;Tripoli, Lebanon;Lebanon,Tripoli,Libanon,selection,Lebanese,Republic;30/05/2010 13:54;31/05/2010 16:00
51035794405  N01;34,433651;35,844203;4665499211;51035794405  N01;Lou Rouge;L;L37;4665499211;Tripoli;;Tripoli,Lebanon,Líbano,city,ciudad,women,mujeres,carteles,posters,camiones,militares,tanques,tank,trucks,truck,tanks,Street,calle,road,sign,poster,humo,Tarábulus,Trablos,Fenicia,retoFS1;20/04/2010 14:51;03/06/2010 10:50
24236102  N03;34,439701;35,859298;4668821077;24236102  N03;Liam Levitz;T;T94;4668821077;Worlds Apart - Tripoli, Lebanon;There's an amazing story behind these shots and this building but no time to tell it now. Any guesses?;;29/09/2009 14:28;04/06/2010 15:29
51035794405  N01;34,430211;35,846545;4669709822;51035794405  N01;Lou Rouge;L;L37;4669709822;Family windows;;ventana,windows,familia,family,ropa,clothes,people,Tripoli,Libano,Lebanon,houses,casas,ventanas,draps,smiling,smile,gente,Fenicia,fenêtre,retoFS1,street,street photography,foto de calle;20/04/2010 16:15;04/06/2010 17:24
50484325  N04;34,439701;35,859298;4670200050;50484325  N04;iMs N Globetrotter ;T;T95;4670200050;Tripoli-Lebanon;I and my old friend Ayman who I knew when we were living in Sydney. This is the first time we met again, almost after 3 years since we both left Australia;;06/09/2008 13:49;04/06/2010 21:04
51035794405  N01;34,433546;35,844364;4679706471;51035794405  N01;Lou Rouge;L;L37;4679706471;Cruzados;Tripoli desde la fortaleza cruzada de San Gilles ;Lebanon,Líbano,fortaleza,piedra,rock,castle,castillo,cruzadas,Raymond de Saint-Gilles,San Gilles,architecture,arquitectura,minarete,city,ciudad,building,vista,ventana,windows,Tripoli,Tarabulus,Citadel Saint Gilles,Qal'at Sinjil,fort,cruzader castle,b/n,b/w,retoFS1;20/04/2010 15:06;07/06/2010 21:59
25563956  N06;34,439701;35,859298;4681989379;25563956  N06;Denis Vahey;T;T96;4681989379;Tripoli, Lebanon;;Lebanon,Tripoli,Arabia,Middle East;08/06/2010 16:58;08/06/2010 15:58
26085232  N05;34,432611;35,847959;4697354012;26085232  N05;kristin.percy;T;T97;4697354012;boys in Tripoli, Lebanon;;;14/06/2010 03:55;13/06/2010 19:40
51160635  N03;34,437675;35,843884;4702515552;51160635  N03;Kashekesh;L;L38;4702515552;Old Mina;"Picture of old buildings in Mina.
Tripoli-Lebanon";sunset,city;20/12/2009 15:56;15/06/2010 05:17
51088529  N03;34,435654;35,846068;4715420059;51088529  N03;shmyya;L;L39;4715420059;Summer 08 630a;"Close up of Minaret, Al-Burtasi School &amp; Mosque,
Tripoli, Lebanon
2008";mosque,Lebanon,Tripoli,Islam,Muslim,Islamic,Sepia;16/07/2008 11:47;20/06/2010 01:57
52879842  N00;34,439701;35,859298;4733958265;52879842  N00;Allie9;L;L40;4733958265;Tripoli, Lebanon;;;21/05/2010 14:46;26/06/2010 01:23
21909297  N05;34,437829;35,838232;4750618314;21909297  N05;iSabra;L;L41;4750618314;cherry man can;"Every morning fruit sellers load up in the town center then head out selling what ever is in season. The whole day he would yell ""KARAZ Khamas talaf"" meaing cherries 5000liras a kilo... I got woken up a few times hearing bananas and rock-melons.  
Tripoli-Lebanon";lebanon,tripoli,pentacon 6,middleast,cherry,cherries,seller,street,lebanese,streets,portra,160vc,2010,film,kodak,6x6;01/07/2010 09:46;30/06/2010 23:49
47320482  N07;34,440752;35,866069;4768253863;47320482  N07;ChPBCR - Plainpalais;T;T98;4768253863;Lieu social;;Tripoli,polarize,lebanon,liban,اَلْجُمْهُورِيَّة اَللُّبْنَانِيَّة,#joliesphotos,#partdehasard,#sotac,stuff like that;06/07/2010 21:55;06/07/2010 18:55
47320482  N07;34,441247;35,85371;4768253985;47320482  N07;ChPBCR - Plainpalais;T;T98;4768253985;Détail de chambre;;Tripoli,polarize,lebanon,liban,اَلْجُمْهُورِيَّة اَللُّبْنَانِيَّة,#joliesphotos,#partdehasard,#sotac,stuff like that;06/07/2010 21:55;06/07/2010 18:55
47320482  N07;34,441247;35,85371;4768254977;47320482  N07;ChPBCR - Plainpalais;T;T98;4768254977;Vatelaver with Tripoli's soap factory;Not from me, from S.;Tripoli's soap factory,Tripoli,polarize,lebanon,liban,اَلْجُمْهُورِيَّة اَللُّبْنَانِيَّة,#joliesphotos,#partdehasard,#sotac,stuff like that;06/07/2010 21:55;06/07/2010 18:55
47320482  N07;34,441247;35,85371;4768260321;47320482  N07;ChPBCR - Plainpalais;T;T98;4768260321;Le souk;Not from me, from S.;polarize,lebanon,liban,اَلْجُمْهُورِيَّة اَللُّبْنَانِيَّة,#joliesphotos,#partdehasard,#sotac,stuff like that;06/07/2010 21:57;06/07/2010 18:57
47320482  N07;34,445565;35,858001;4768892616;47320482  N07;ChPBCR - Plainpalais;T;T98;4768892616;Tripoli connected to New-York;;Tripoli,polarize,lebanon,liban,اَلْجُمْهُورِيَّة اَللُّبْنَانِيَّة,#joliesphotos,#partdehasard,#sotac,stuff like that;06/07/2010 21:56;06/07/2010 18:56
36549801  N08;34,441247;35,85371;4796358678;36549801  N08;Abdallah K;L;L42;4796358678;Welcome to the Jungle;The urban chaos of Tripoli on a fair day..;Tripoli,Trablous,Lebanon,Liban,Urban,Al Shamal;26/06/2010 18:51;15/07/2010 13:05
10849269  N00;34,449812;35,849075;4818934297;10849269  N00;Pieter Stockmans;T;T99;4818934297;Lebanon development over heritage;"Old buildings in Tripoli, Lebanon's second largest city, in the north.
";Lebanon,development,heritage,civil war,architecture,heritage protection;23/06/2010 12:47;22/07/2010 22:17
9462401  N03;34,432966;35,844141;4822015926;9462401  N03;mmp.;L;L43;4822015926;;Tripoli, Lebanon;;23/07/2010 21:40;23/07/2010 19:47
8605406  N04;33,872451;35,876548;4855871919;8605406  N04;soufi83;L;L44;4855871919;;;Tripoli,Lebanon;03/08/2010 01:30;03/08/2010 08:30
8605406  N04;34,439701;35,859298;4856490428;8605406  N04;soufi83;L;L44;4856490428;Tripoli Lebanon City Scape;;Tripoli,Lebanon,city,buildings,concrete,apartments,trablous,liban,road;03/08/2010 01:29;03/08/2010 08:29
21909297  N05;34,44061;35,855941;4863197032;21909297  N05;iSabra;L;L45;4863197032;sleep walker;He strategically placed himself the night before to avoid the sun...;trababulus,tripoli,lebanon,ektar,pentacon,six,6,120,80mm,film;05/08/2010 23:20;05/08/2010 13:20
20308178  N07;34,448113;35,846414;4877217112;20308178  N07;Fred Vedder;T;T100;4877217112;Tripoli, Lebanon;;;12/06/2010 18:14;09/08/2010 21:39
39736746  N02;34,438887;35,824855;4885636235;39736746  N02;Lamia eid;L;L46;4885636235;staircase;"rusting circular staircase in Tripoli, Lebanon
";;18/11/2009 16:22;12/08/2010 19:45
46587192  N08;34,437531;35,846648;4893720943;46587192  N08;Ouaij';T;T101;4893720943;No son molinos de viento;Tripoli - Lebanon;Tripoli,Lebanon;15/08/2010 01:20;15/08/2010 15:31
36549801  N08;34,443724;35,848217;4910909489;36549801  N08;Abdallah K;L;L42;4910909489;Le Lebanese Ice Cream;Even though he was pissed off at his employees he never failed to offer us free samples. A truly kind man. ;Lebanese Ice Cream,El Mina,Tripoli,Trablous,Liban,Lebanon,Ice,Cream;20/08/2010 03:05;20/08/2010 21:20
52742932  N07;34,455615;35,824699;4916293921;52742932  N07;Raph V;T;T102;4916293921;Tuyaux couleurs [1600x1200];Tripoli, Lebanon. July 2010;;18/07/2010 18:45;22/08/2010 17:12
43904604  N06;34,444999;35,85268;4930082559;43904604  N06;Jobopa;T;T103;4930082559;Fishermen from Tripoli;Jordi Boixareu © All rights reserved;Jordi Boixareu,photo,photography,foto,fotografia,image,imagen,imatge,picture,pic,film,analog,analogue,tarabulus;27/08/2010 00:27;26/08/2010 22:27
43904604  N06;34,444999;35,85268;4930083253;43904604  N06;Jobopa;T;T103;4930083253;Cementery in Tripoli;"Available for licensing on Getty Images

Jordi Boixareu © All rights reserved

";Jordi Boixareu,photo,photography,foto,fotografia,image,imagen,imatge,picture,pic,film,analog,analogue,tarabulus;27/08/2010 00:28;26/08/2010 22:28
