	image name	category	cat_id	index	UserId 	Lat	Long	PhotoId	ID 	Name	Nationality	Num	PhotoID	Title	Description	User tags	Time taken	Time posted
221	4605804424.jpg	form	2	4605804424	26678053  N00	34,45788	35,844268	4605804424.0	26678053  N00	mikemuch1	T	T91	4605804424.0	Souk, Tripoli, Lebanon		Lebanon Tripoli,souk	26/04/2010 19:02	14/05/2010 04:00
222	4605832272.jpg	form	2	4605832272	26678053  N00	34,45788	35,844268	4605832272.0	26678053  N00	mikemuch1	T	T91	4605832272.0	Tripoli, Lebanon		Lebanon,Tripoli,passageway	26/04/2010 21:39	14/05/2010 04:15
223	4605833086.jpg	form	2	4605833086	26678053  N00	34,45788	35,844268	4605833086.0	26678053  N00	mikemuch1	T	T91	4605833086.0	Tripoli, Lebanon		Lebanon,Tripoli,Jimmy	26/04/2010 21:40	14/05/2010 04:16
224	4605861486.jpg	form	2	4605861486	26678053  N00	34,45788	35,844268	4605861486.0	26678053  N00	mikemuch1	T	T91	4605861486.0	Tripoli, Lebanon		Lebanon,Tripoli	26/04/2010 22:36	14/05/2010 04:34
225	4605862444.jpg	form	2	4605862444	26678053  N00	34,45788	35,844268	4605862444.0	26678053  N00	mikemuch1	T	T91	4605862444.0	Tripoli, Lebanon		Lebanon,Tripoli	26/04/2010 22:37	14/05/2010 04:34
226	4605866420.jpg	form	2	4605866420	26678053  N00	34,45788	35,844268	4605866420.0	26678053  N00	mikemuch1	T	T91	4605866420.0	Tripoli, Lebanon		Lebanon,Tripoli	26/04/2010 22:51	14/05/2010 04:37
227	4733958265.jpg	form	2	4733958265	52879842  N00	34,439701	35,859298	4733958265.0	52879842  N00	Allie9	L	L40	4733958265.0	Tripoli, Lebanon			21/05/2010 14:46	26/06/2010 01:23
228	4750618314.jpg	form	2	4750618314	21909297  N05	34,437829	35,838232	4750618314.0	21909297  N05	iSabra	L	L41	4750618314.0	cherry man can	"Every morning fruit sellers load up in the town center then head out selling what ever is in season. The whole day he would yell ""KARAZ Khamas talaf"" meaing cherries 5000liras a kilo... I got woken up a few times hearing bananas and rock-melons.  
Tripoli-Lebanon"	lebanon,tripoli,pentacon 6,middleast,cherry,cherries,seller,street,lebanese,streets,portra,160vc,2010,film,kodak,6x6	01/07/2010 09:46	30/06/2010 23:49
229	4768260321.jpg	form	2	4768260321	47320482  N07	34,441247	35,85371	4768260321.0	47320482  N07	ChPBCR - Plainpalais	T	T98	4768260321.0	Le souk	Not from me, from S.	polarize,lebanon,liban,اَلْجُمْهُورِيَّة اَللُّبْنَانِيَّة,#joliesphotos,#partdehasard,#sotac,stuff like that	06/07/2010 21:57	06/07/2010 18:57
230	4768892616.jpg	form	2	4768892616	47320482  N07	34,445565	35,858001	4768892616.0	47320482  N07	ChPBCR - Plainpalais	T	T98	4768892616.0	Tripoli connected to New-York		Tripoli,polarize,lebanon,liban,اَلْجُمْهُورِيَّة اَللُّبْنَانِيَّة,#joliesphotos,#partdehasard,#sotac,stuff like that	06/07/2010 21:56	06/07/2010 18:56
231	4796358678.jpg	form	2	4796358678	36549801  N08	34,441247	35,85371	4796358678.0	36549801  N08	Abdallah K	L	L42	4796358678.0	Welcome to the Jungle	The urban chaos of Tripoli on a fair day..	Tripoli,Trablous,Lebanon,Liban,Urban,Al Shamal	26/06/2010 18:51	15/07/2010 13:05
232	4877217112.jpg	form	2	4877217112	20308178  N07	34,448113	35,846414	4877217112.0	20308178  N07	Fred Vedder	T	T100	4877217112.0	Tripoli, Lebanon			12/06/2010 18:14	09/08/2010 21:39
233	4951805579.jpg	form	2	4951805579	45365623  N03	34,437087	35,840901	4951805579.0	45365623  N03	Krikorian.M	L	L48	4951805579.0	Seen in Tripoli		Child,Tripoli,Lebanon,Stairs,Canon,Photography,Photo	02/09/2010 20:06	02/09/2010 20:28
234	4963301030.jpg	form	2	4963301030	27601677  N06	34,447443	35,840835	4963301030.0	27601677  N06	lublutina	L	L50	4963301030.0	DSC_0044			17/07/2010 00:43	06/09/2010 08:26
235	4963303974.jpg	form	2	4963303974	27601677  N06	34,447443	35,840835	4963303974.0	27601677  N06	lublutina	L	L50	4963303974.0	DSC_0049			17/07/2010 00:50	06/09/2010 08:28
236	4976892075.jpg	form	2	4976892075	15067115  N05	34,436363	35,844783	4976892075.0	15067115  N05	renaud.delaplace	T	T106	4976892075.0	P1110881	Vue depuis le château du comte de Toulouse	Trablous,Tripoli,Liban,Libanon	04/09/2010 09:25	10/09/2010 17:57
237	4976906139.jpg	form	2	4976906139	15067115  N05	34,260191	35,503452	4976906139.0	15067115  N05	renaud.delaplace	T	T106	4976906139.0	P1110908	Porte d'entrée du souq	Trablous,Tripoli,Liban,Libanon	04/09/2010 10:49	10/09/2010 18:03
238	4977175249.jpg	form	2	4977175249	48828082  N07	34,436363	35,844783	4977175249.0	48828082  N07	boarderadam	T	T107	4977175249.0	P1030882	Tripoli, Lebanon.  Everybody drives these old Mercedes'		05/09/2010 02:46	10/09/2010 19:55
239	4977501928.jpg	form	2	4977501928	15067115  N05	34,271053	35,490075	4977501928.0	15067115  N05	renaud.delaplace	T	T106	4977501928.0	IMG_4203	Al Maina (port de Trablous)	Trablous,Tripoli,Liban,Libanon	04/09/2010 13:09	10/09/2010 17:57
240	4977502582.jpg	form	2	4977502582	15067115  N05	34,436363	35,844783	4977502582.0	15067115  N05	renaud.delaplace	T	T106	4977502582.0	P1110880	centre-ville	Trablous,Tripoli,Liban,Libanon	04/09/2010 09:13	10/09/2010 17:57
241	4977515792.jpg	form	2	4977515792	15067115  N05	34,436363	35,844783	4977515792.0	15067115  N05	renaud.delaplace	T	T106	4977515792.0	P1110903	Souq	Trablous,Tripoli,Liban,Libanon	04/09/2010 10:17	10/09/2010 18:02
242	5074422714.jpg	form	2	5074422714	46274125  N00	34,436147	35,838946	5074422714.0	46274125  N00	yeowatzup	T	T110	5074422714.0	Tripoli, Lebanon		tripoli,lebanon,middle,east	14/09/2010 08:10	12/10/2010 04:44
243	5107742607.jpg	form	2	5107742607	64678926  N00	34,439701	35,859298	5107742607.0	64678926  N00	Makz	T	T112	5107742607.0	City Street	Tripoli, Lebanon	Lebanon,Street,Tripoli,city	29/09/2010 18:14	23/10/2010 19:11
244	5107749393.jpg	form	2	5107749393	64678926  N00	34,260742	35,503771	5107749393.0	64678926  N00	Makz	T	T112	5107749393.0	City Street	Tripoli, Lebanon	Lebanon,Street,Tripoli,city	29/09/2010 18:33	23/10/2010 19:13
245	5107752719.jpg	form	2	5107752719														
246	5107753629.jpg	form	2	5107753629	64678926  N00	34,260675	35,50363	5107753629.0	64678926  N00	Makz	T	T112	5107753629.0	City Street	Tripoli, Lebanon	Lebanon,Street,Tripoli,city	29/09/2010 18:36	23/10/2010 19:15
247	5108341334.jpg	form	2	5108341334	64678926  N00	34,260782	35,503832	5108341334.0	64678926  N00	Makz	T	T112	5108341334.0	City Street	Tripoli, Lebanon	Lebanon,Street,Tripoli,city	29/09/2010 18:15	23/10/2010 19:11
248	5108342396.jpg	form	2	5108342396	64678926  N00	34,261202	35,500491	5108342396.0	64678926  N00	Makz	T	T112	5108342396.0	City Street	Tripoli, Lebanon	Lebanon,Street,Tripoli,city	29/09/2010 18:16	23/10/2010 19:11
249	5108353000.jpg	form	2	5108353000	64678926  N00	34,434984	35,840474	5108353000.0	64678926  N00	Makz	T	T112	5108353000.0	City Street	Tripoli, Lebanon	Lebanon,Street,Tripoli,city	29/09/2010 18:46	23/10/2010 19:15
250	5115394083.jpg	form	2	5115394083	38063806  N04	34,443546	35,813766	5115394083.0	38063806  N04	faliru	T	T113	5115394083.0	Evening in Triploi's port 1	Tripoli, Lebanon :: 2009	lebanon,middle east	12/10/2009 17:25	25/10/2010 22:38
251	5116013430.jpg	form	2	5116013430	38063806  N04	34,436045	35,844814	5116013430.0	38063806  N04	faliru	T	T113	5116013430.0	Tripoli's souq	Tripoli, Lebanon :: 2009	lebanon,middle east	12/10/2009 14:49	25/10/2010 22:45
252	5140451238.jpg	form	2	5140451238														
253	5144843107.jpg	form	2	5144843107	41493373  N08	34,435823	35,845018	5144843107.0	41493373  N08	david sedlacek	T	T116	5144843107.0	Tripoli		Lebanon,2010	04/11/2010 01:25	04/11/2010 08:25
254	5149191415.jpg	form	2	5149191415	55316314  N02	34,436504	35,843925	5149191415.0	55316314  N02	Hasan.Kabbara	L	L56	5149191415.0	Mina Street	"Mina Street
Tripoli
Lebanon

It is a bit overexposed though"		05/11/2010 20:06	05/11/2010 22:07
255	5156982339.jpg	form	2	5156982339	34293854  N00	34,436817	35,83775	5156982339.0	34293854  N00	jennifervraad	L	L57	5156982339.0	Tripoli, Lebanon		Lebanon	03/07/2010 06:20	08/11/2010 07:37
256	5306728815.jpg	form	2	5306728815	56495320  N07	34,437141	35,840921	5306728815.0	56495320  N07	Pixaa	T	T120	5306728815.0	075_Tripoli_suk			28/10/2010 11:30	30/12/2010 18:30
257	5306729785.jpg	form	2	5306729785	56495320  N07	34,437071	35,840234	5306729785.0	56495320  N07	Pixaa	T	T120	5306729785.0	076_Tripoli_suk			28/10/2010 11:33	30/12/2010 18:30
258	5333164889.jpg	form	2	5333164889	30338405  N00	34,435186	35,843336	5333164889.0	30338405  N00	JAIRO BD	T	T111	5333164889.0	Souk al-Haraj		Tripoli,Libano,Lebanon,Souk,Mercado,J_BD	15/10/2010 10:04	07/01/2011 18:17
259	5335204921.jpg	form	2	5335204921	30338405  N00	34,439701	35,859298	5335204921.0	30338405  N00	JAIRO BD	T	T111	5335204921.0	Turkish bath		Tripoli,Lebanon,Libano,J_BD	15/10/2010 10:06	08/01/2011 12:48
260	5336338797.jpg	form	2	5336338797	10782481  N08	34,439701	35,859298	5336338797.0	10782481  N08	bengalmixer	L	L64	5336338797.0	vieux Tripoli		Liban,Lebanon,Tripoli	28/12/2010 04:35	08/01/2011 20:20
261	5337153746.jpg	form	2	5337153746	86265073  N00	34,441601	35,842723	5337153746.0	86265073  N00	sbaechler	T	T121	5337153746.0	IMG_0107	Tripoli, Lebanon	Tripoli,Lebanon	08/01/2011 13:33	08/01/2011 21:33
262	5346706295.jpg	form	2	5346706295	43459900  N00	34,434819	35,843142	5346706295.0	43459900  N00	Mlle Clare	T	T123	5346706295.0	IMG_4450	Tripoli, Lebanon		11/11/2009 19:55	11/01/2011 21:04
263	5347318456.jpg	form	2	5347318456	43459900  N00	34,433766	35,840515	5347318456.0	43459900  N00	Mlle Clare	T	T123	5347318456.0	IMG_4462	Tripoli, Lebanon		11/11/2009 20:06	11/01/2011 21:05
264	5347321962.jpg	form	2	5347321962														
265	5347865570.jpg	form	2	5347865570	57772405  N05	34,437298	35,838566	5347865570.0	57772405  N05	Alexandre El Ayoubi	L	L65	5347865570.0	Coffee scene in a park of Tripoli (Lebanon)			27/07/2010 13:41	12/01/2011 00:55
266	5367604355.jpg	form	2	5367604355	57895969  N04	34,44245	35,85165	5367604355.0	57895969  N04	Zbarakeh	L	L67	5367604355.0	Fortification in Tripoli's City-Wall	the wall was destroyed, it can only be seen in this part where the door leads to the citadel. it was built by the memluk, after retaking the city from the crusades, as a second line of defense after the citadel.	Tripoli,Lebanon	05/09/2010 17:29	18/01/2011 21:02
267	5368174432.jpg	form	2	5368174432	57895969  N04	34,44245	35,85165	5368174432.0	57895969  N04	Zbarakeh	L	L67	5368174432.0	DSC_0048		Tripoli,Lebanon	04/09/2010 13:10	18/01/2011 20:46
268	5368217354.jpg	form	2	5368217354	57895969  N04	34,44245	35,85165	5368217354.0	57895969  N04	Zbarakeh	L	L67	5368217354.0	Fortification in Tripoli's City-Wall	the wall was destroyed, it can only be seen in this part where the door leads to the citadel. it was built by the memluk, after retaking the city from the crusades, as a second line of defense after the citadel.	Tripoli,Lebanon,liban,city wall,stadtmauer,enceinte,stadsmuur,murallas,murailles,mura,fortifications,stadtbefestigung,cinta muraria,mamluks,mamalukes,city gate,stadpoort,tor,stadttor,puerta,porte,porta	05/09/2010 17:30	18/01/2011 21:03
269	5594472557.jpg	form	2	5594472557	12424900  N06	34,435205	35,843372	5594472557.0	12424900  N06	weckerle.juergen	T	T131	5594472557.0	2011-03-29 16-11-08 - P1000288			29/03/2011 16:11	06/04/2011 11:22
270	5594682657.jpg	form	2	5594682657	12424900  N06	34,433911	35,838733	5594682657.0	12424900  N06	weckerle.juergen	T	T131	5594682657.0	2011-03-29 16-35-28 - P1000294		Libanon,2011	29/03/2011 16:35	06/04/2011 13:21
271	5648955999.jpg	form	2	5648955999														
272	5677342538.jpg	form	2	5677342538	50611490  N03	34,439701	35,859298	5677342538.0	50611490  N03	drbreaker	L	L76	5677342538.0	Tripoli old city  Sahat at-Tall  and the clock tower .	"In 1901, a high tower with a large clock was built  to celebrate the  anniversary of Sultan 'Abd al-Hamid II's ascension to the throne.This clocktower is one of three similar clocks set into high towers in Beirut, (the most famous built a place d'Etoile in 1897)  and Haifa .Located in the heart of downtown Tripoli,the main gate for the old city, and is the transportation center and terminus for most taxi routes, (buses, mostly Mitsubishi Rosa and Nissan C), and what you wish for everywhere. with many plainclothes policemen, many political activists Anonymous, ready to......
i never see togheter a lot of mercedes 200 taxi like here in ""at-Tall""!   ( Ponton series, circular,vertical rectangular, horizontal rectangular  lights series, and E series). more units are in very excellent condition, but a lot have poor body.
 lebanon  taxidriver  icon  with your  mercedes 200 said ""The bizarre traffic conditions in  Tripoli( and ...) made ""predictable driving"" a phrase for comedians"".  The red license plates are typical for taxis.
mercedes 200 ( serie w 114 6 cylinder, and W 115 with 4 cylinder).
product range from 2 lt to 2,8lt ( 2lt and 3 lt diesel) . models  200 (95cv),     230.4 (110cv - 4 cilindri),     230.6 (120cv - 6 cilindri),    280 (160cv),     280 E (185cv),     200 D (50cv),     220 D (55cv),    240 D (65cv),   240 D 3.0 (80cv),     280 C (160cv),     280 CE (185cv).


manifactured from 1968 to 1976, in approxy 2.000.000 of units. i think who all come to an end  in middle East, as taxi!!!!!"	Tripoli,lebanon,Libano,torre orologio,clocktower,place d'Etoile,Beirut,Al Hamid,terminal,bus,taxi,mercedes 200,ponton,Mitsubishi Rosa,Nissan Civillian,Sahat at-Tall,souk,old souks,downtown,drbreaker,piazza	16/04/2011 15:19	01/05/2011 20:43
273	5686495420.jpg	form	2	5686495420	58020196  N07	34,451895	35,81246	5686495420.0	58020196  N07	Kaisaje	L	L78	5686495420.0	Tripoli alley		Tripoli,Lebanon	27/04/2011 15:02	04/05/2011 06:44
274	5690213807.jpg	form	2	5690213807	7237223  N06	34,433363	35,844947	5690213807.0	7237223  N06	Markus Hill	T	T133	5690213807.0	Tripoli		Lebanon,Libanon,Travel,2011,Middle East	05/05/2011 17:49	05/05/2011 16:06
275	5697275121.jpg	form	2	5697275121	7237223  N06	34,441459	35,865898	5697275121.0	7237223  N06	Markus Hill	T	T133	5697275121.0	Tripoli Souq		Lebanon,Libanon,Travel,2011,Middle East,tripoli,souq,old town	19/04/2011 09:40	08/05/2011 00:04
276	5697287855.jpg	form	2	5697287855	7237223  N06	34,433747	35,843639	5697287855.0	7237223  N06	Markus Hill	T	T133	5697287855.0	Tripoli Old Town		Lebanon,Libanon,Travel,2011,Middle East,tripoli,souq,old town	08/05/2011 02:09	08/05/2011 00:10
277	5714165027.jpg	form	2	5714165027	7237223  N06	34,442592	35,834312	5714165027.0	7237223  N06	Markus Hill	T	T133	5714165027.0	Tripoli Souq		Lebanon,Libanon,Travel,2011,Middle East,tripoli,souq,old town	19/04/2011 11:37	13/05/2011 00:22
278	5717765651.jpg	form	2	5717765651	7408617  N02	34,400966	35,829566	5717765651.0	7408617  N02	Harico_blanc	L	L80	5717765651.0	"""Tripoli, Liban - 2011"""		liban,tripoli,rue,street,politic,b&amp;w,n&amp;b,leica,m6,summicron,35mm	24/04/2011 14:01	14/05/2011 08:38
279	5745619893.jpg	form	2	5745619893	37827720  N04	34,439701	35,859298	5745619893.0	37827720  N04	C.Stramba-Badiali	T	T104	5745619893.0	Muslim woman in the streets of Tripoli   - LEBANON -	"© Christophe Stramba-Badiali
"	black and white,noir et blanc,Liban,Lebanon,contrast,لُبْنَان,اَلْجُمْهُورِيَّة اَللُّبْنَانِيَّة,Lebanese,western Asia,Islam,Muslim,culture,tradition,femme,woman,Hijab,street,Tripoli,person,people,religion,black,Christophe Stramba-Badiali,5D MK II,135mm,souk,politique,politic,leader,culture musulmane,Islamic culture	27/07/2009 23:20	22/05/2011 10:37
280	5873693301.jpg	form	2	5873693301	64174572  N08	34,436057	35,843324	5873693301.0	64174572  N08	Lebanon and Lyme	L	L83	5873693301.0	Souq, Tripoli, Lebanon - DSCF8857	Souq, Tripoli, Lebanon	John Ridley,Lebanon,Tripoli	24/02/2011 23:12	26/06/2011 20:01
281	5873714711.jpg	form	2	5873714711	64174572  N08	34,4378	35,841343	5873714711.0	64174572  N08	Lebanon and Lyme	L	L83	5873714711.0	Tripoli, Lebanon - DSC00613	Tripoli, Lebanon	John Ridley,Lebanon,Tripoli	20/06/2011 14:25	26/06/2011 20:07
282	5874244750.jpg	form	2	5874244750	64174572  N08	34,453135	35,813219	5874244750.0	64174572  N08	Lebanon and Lyme	L	L83	5874244750.0	Souq, Tripoli, Lebanon - DSCF8853	Souq, Tripoli, Lebanon	John Ridley,Lebanon,Tripoli	24/02/2011 22:58	26/06/2011 20:00
283	5878475524.jpg	form	2	5878475524	37449436  N03	34,443724	35,847015	5878475524.0	37449436  N03	matthew_carson	T	T138	5878475524.0	Tripoli		Lebanon,Tripoli	06/06/2010 14:49	27/06/2011 20:13
284	5940367497.jpg	form	2	5940367497	44405479  N03	34,4486	35,825428	5940367497.0	44405479  N03	seeko77	L	L84	5940367497.0	Untitled	Tripoli, Lebanon		20/11/2010 12:18	15/07/2011 18:45
285	5971424701.jpg	form	2	5971424701	65505271  N08	34,439701	35,859298	5971424701.0	65505271  N08	wojdom	L	L85	5971424701.0	In Tripoli, Lebanon		Lebanon,Tripoli	29/04/2011 16:06	24/07/2011 22:00
286	5978989851.jpg	form	2	5978989851	74153838  N00	34,438203	35,852336	5978989851.0	74153838  N00	eenar_6	T	T140	5978989851.0	the streets of tripoli, lebanon			09/06/2011 17:09	26/07/2011 22:18
287	6108141517.jpg	form	2	6108141517	49909904  N02	34,436124	35,843266	6108141517.0	49909904  N02	Thierry_Armandon	T	T144	6108141517.0	Tripoli			22/07/2009 08:18	03/09/2011 09:52
288	6139787458.jpg	form	2	6139787458	59223563  N06	34,440044	35,867889	6139787458.0	59223563  N06	SuSu SAaD	L	L91	6139787458.0	Abu Samra, Lebanon Stairs		Tripoli,Lebanon	12/09/2011 09:15	12/09/2011 08:15
289	6201542028.jpg	form	2	6201542028														
290	6202517398.jpg	form	2	6202517398	68077812  N05	34,443599	35,853366	6202517398.0	68077812  N05	Luke Franks	T	T147	6202517398.0			lebanon,tripoli	30/12/2010 22:17	02/10/2011 03:12
291	6203131862.jpg	form	2	6203131862	34458831  N08	34,457219	35,823326	6203131862.0	34458831  N08	edy4eva	L	L95	6203131862.0	Maarad - Tripoli	Jul/11		10/07/2011 03:11	02/10/2011 08:19
292	6203702795.jpg	form	2	6203702795	8088330  N06	34,445116	35,841121	6203702795.0	8088330  N06	ravikjolly	T	T146	6203702795.0	Traversing, Tripoli Souk (Bessa-L)	"Camera: Voigtlaender Bessa-L, 15mm Heliar
Film: Kodak Ektar 100
"	Lebanon,Tripoli,Voigtlander,Voigtlaender,Bessa-L,Heliar 15mm,Ektar,Souk	02/10/2011 12:03	02/10/2011 16:03
293	6223244343.jpg	form	2	6223244343	61521316  N06	34,445423	35,847015	6223244343.0	61521316  N06	Rim Photog[r]afei	L	L96	6223244343.0	Tripoli , Lebanon			02/10/2011 10:19	08/10/2011 17:46
294	6377040081.jpg	form	2	6377040081	7140796  N05	34,452032	35,816504	6377040081.0	7140796  N05	Craig !	T	T148	6377040081.0	Mosque - Tripoli, Lebanon			20/11/2011 17:20	21/11/2011 15:38
295	6410915689.jpg	form	2	6410915689	34458831  N08	34,441934	35,830893	6410915689.0	34458831  N08	edy4eva	L	L95	6410915689.0	Nadim El Jisr Street - Tripoli Lebanon	An unusually quiet evening.		08/11/2011 02:20	27/11/2011 12:13
296	6481423953.jpg	form	2	6481423953														
297	6510686391.jpg	form	2	6510686391														
298	6510686751.jpg	form	2	6510686751														
299	6510687027.jpg	form	2	6510687027														
300	6615507995.jpg	form	2	6615507995	43904604  N06	34,439701	35,859298	6615507995.0	43904604  N06	Jobopa	T	T84	6615507995.0	Clock Tower and buildings from Tripoli, Lebanon	"Clock Tower. Urban Tripoli, buildings and arquitecture.

By Jordi Boixareu © All rights reserved"	buildings,trablus,middle est,tripoli,street,atreets,arquitecture,urban,lebanon,city,clock,taxi,taxi line,Clock Tower,film,analog,analogue,tarabulus	01/01/2012 23:34	01/01/2012 22:47
301	6615512703.jpg	form	2	6615512703	43904604  N06	34,444999	35,85268	6615512703.0	43904604  N06	Jobopa	T	T84	6615512703.0	Buildings from Tripoli, Lebanon	"Urban Tripoli, buildings and arquitecture.

By Jordi Boixareu © All rights reserved"	buildings,trablus,middle est,tripoli,street,atreets,city,arquitecture,urban,lebanon,building,architecture,edifice,film,analog,analogue,tarabulus	01/01/2012 23:09	01/01/2012 22:48
302	6697109237.jpg	form	2	6697109237	56929952  N02	34,439701	35,859298	6697109237.0	56929952  N02	mounzer_hamze	L	L99	6697109237.0	Old Street 3	Old Street, Tripoli, Lebanon		14/01/2012 13:49	14/01/2012 21:49
303	6697111215.jpg	form	2	6697111215	56929952  N02	34,43562	35,842942	6697111215.0	56929952  N02	mounzer_hamze	L	L99	6697111215.0	Old Street 2	Old Street, Tripoli, Lebanon		14/01/2012 13:49	14/01/2012 21:49
304	6697115285.jpg	form	2	6697115285	56929952  N02	34,433572	35,842004	6697115285.0	56929952  N02	mounzer_hamze	L	L99	6697115285.0	Old Street 1	Old Street, Tripoli, Lebanon		14/01/2012 13:50	14/01/2012 21:50
305	6794777846.jpg	form	2	6794777846	77521228  N08	34,43514	35,844867	6794777846.0	77521228  N08	robert najjar	L	L103	6794777846.0	tripoli.lebanon.street.9764			29/05/2007 00:22	29/02/2012 12:25
306	6887226254.jpg	form	2	6887226254	65845777  N02	34,436905	35,840716	6887226254.0	65845777  N02	johnsonkc	T	T152	6887226254.0	Beirut March 2012 009	Tripoli, Lebanon	Beirut March 2012	25/03/2011 03:44	31/03/2012 22:57
307	6913937388.jpg	form	2	6913937388	7325487  N03	34,44245	35,862121	6913937388.0	7325487  N03	aadamus	L	L107	6913937388.0	Grand Hotel Arabi	Adolescent cleaning an entrance to one of Tripolis hotels.  	LUBNĀN,LEBANON,LIBAN,TRYPOLI,TRYPOLIS,TARABULUS ASH-SHAM,“MIDDLE EAST”,PROCHE-ORIENT,“BLISKI WSCHOD”,ADAM ADAMUS,AADAMUS	03/09/2011 18:35	09/04/2012 09:21
308	6915127449.jpg	form	2	6915127449	47180819  N05	34,435165	35,843253	6915127449.0	47180819  N05	Millegraphia	T	T153	6915127449.0	Back alley	Tripoli, Lebanon 2011	lebanon,leica,m6	14/02/2012 19:26	21/02/2012 08:54
309	6966482034.jpg	form	2	6966482034	61914268  N06	34,436381	35,844364	6966482034.0	61914268  N06	ryancmcmanus	L	L108	6966482034.0	Empty Streets	Tripoli, Lebanon		25/04/2012 09:05	25/04/2012 13:05
310	7027661121.jpg	form	2	7027661121	78491587  N03	34,43657	35,843545	7027661121.0	78491587  N03	Gemma Traductora	L	L110	7027661121.0	Tripoli		libano,lebanon,liban	29/03/2012 22:23	29/03/2012 20:23
311	7033322117.jpg	form	2	7033322117	65845777  N02	34,436268	35,845476	7033322117.0	65845777  N02	johnsonkc	T	T152	7033322117.0	Beirut March 2012 023	Souk of Tripoli, Lebanon.	Beirut March 2012	25/03/2011 04:21	31/03/2012 22:57
312	7033322435.jpg	form	2	7033322435	65845777  N02	34,435185	35,843333	7033322435.0	65845777  N02	johnsonkc	T	T152	7033322435.0	Beirut March 2012 025	Souk of Tripoli, Lebanon.	Beirut March 2012	25/03/2011 04:23	31/03/2012 22:57
313	7033322689.jpg	form	2	7033322689	65845777  N02	34,435069	35,842968	7033322689.0	65845777  N02	johnsonkc	T	T152	7033322689.0	Beirut March 2012 027	Souk of Tripoli, Lebanon.	Beirut March 2012	25/03/2011 04:25	31/03/2012 22:58
314	7033324795.jpg	form	2	7033324795	65845777  N02	34,437682	35,840532	7033324795.0	65845777  N02	johnsonkc	T	T152	7033324795.0	Beirut March 2012 041	Tripoli, Lebanon	Beirut March 2012	25/03/2011 04:40	31/03/2012 22:58
315	7033324925.jpg	form	2	7033324925	65845777  N02	34,434325	35,846996	7033324925.0	65845777  N02	johnsonkc	T	T152	7033324925.0	Beirut March 2012 042	Tripoli, Lebanon	Beirut March 2012	25/03/2011 04:41	31/03/2012 22:58
316	7076059033.jpg	form	2	7076059033														
317	7159205945.jpg	form	2	7159205945	28233094  N02	34,439701	35,859298	7159205945.0	28233094  N02	NC77	T	T154	7159205945.0		Tripoli, Lebanon	tripoli,liban,lebanon,streetphotography,leica,bw,summilux 35mm,Tri-X	06/06/2012 10:55	06/06/2012 08:55
318	7185902413.jpg	form	2	7185902413	28233094  N02	34,434909	35,842206	7185902413.0	28233094  N02	NC77	T	T154	7185902413.0		Tripoli, Lebanon	tripoli,lebanon,liban,streetphotography,leica,voigtlander color skopar 21mm,Tri-X	14/06/2012 09:43	14/06/2012 07:43
319	7188954257.jpg	form	2	7188954257	28233094  N02	34,435382	35,844515	7188954257.0	28233094  N02	NC77	T	T154	7188954257.0		Tripoli, Lebanon	tripoli,lebanon,liban,streetphotography,bw,leica,voigtlander color skopar 21mm,Tri-X	14/06/2012 23:41	15/06/2012 08:13
320	7198183956.jpg	form	2	7198183956	65125812  N08	34,436805	35,840393	7198183956.0	65125812  N08	Zagros.os	T	T141	7198183956.0	Going Home	A street shot of two Lebanese soldiers in Tripoli, Lebanon.	soldiers,lebanon,street,photography	05/12/2009 14:58	14/05/2012 19:36
321	7285843902.jpg	form	2	7285843902	28233094  N02	34,43761	35,841792	7285843902.0	28233094  N02	NC77	T	T154	7285843902.0		Tripoli, Lebanon	tripoli,lebanon,liban,streetphotography,bw,leica,summilux 35mm,Tri-X	28/05/2012 12:33	28/05/2012 10:33
322	7314053494.jpg	form	2	7314053494														
323	7413119256.jpg	form	2	7413119256	64249609  N08	34,4362	35,847724	7413119256.0	64249609  N08	CazzJj	L	L115	7413119256.0	Narrow street in Tripoli, Lebanon		Tripoli,Lebanon,ally,street,narrow	21/06/2012 19:51	21/06/2012 09:52
324	7481494322.jpg	form	2	7481494322	81662466  N02	34,439701	35,859298	7481494322.0	81662466  N02	actfong	T	T155	7481494322.0	Tripoli Old Town			04/09/2010 11:29	01/07/2012 20:31
325	7481517972.jpg	form	2	7481517972	81662466  N02	34,439701	35,859298	7481517972.0	81662466  N02	actfong	T	T155	7481517972.0	Tripoli Markets	Why would people park their mopeds on the middle of the road?		04/09/2010 12:02	01/07/2012 20:31
326	7490259684.jpg	form	2	7490259684	28233094  N02	34,439701	35,859298	7490259684.0	28233094  N02	NC77	T	T154	7490259684.0		Tripoli, Lebanon	tripoli,lebanon,liban,streetphotography,leica,summilux 35mm,Tri-X	03/07/2012 00:17	02/07/2012 22:13
327	7560728426.jpg	form	2	7560728426	28233094  N02	34,435006	35,8425	7560728426.0	28233094  N02	NC77	T	T154	7560728426.0		Tripoli, Lebanon	tripoli,lebanon,liban,leica,m6,voigtlander,color,skopar,21mm,Tri-X	14/06/2012 23:41	13/07/2012 08:22
328	7589134238.jpg	form	2	7589134238	28233094  N02	34,436909	35,835572	7589134238.0	28233094  N02	NC77	T	T154	7589134238.0		Tripoli, Lebanon	tripoli,lebanon,liban,streetphotography,bw,leica,m6,summilux,35mm,Tri-X	17/07/2012 11:20	17/07/2012 09:20
